iso3,year,gr_pc_cons_b40,gr_pc_cons_tot,gini,incshr_4th20,incshr_hi10,incshr_hi20,incshr_lo10,incshr_lo20,incshr_2nd20,incshr_3rd20,md_pov_undp_pct,md_pov_wb_pct,povgap_2p15_pct,povgap_3p65_pct,povgap_6p85_pct,povrate_2p15_pct,povrate_3p65_pct,povrate_6p85_pct,povrate_nat_pct,povrate_soc_pct,blw50medinc_pct,prosp_gap_25,cons_pc_b40,cons_pc_tot
CHE,2021,,,,,,,,,,,,,,,,,,,15.8,,,,,
CHE,2022,,,,,,,,,,,,,,,,,,,,,,,,
CHE,2023,,,,,,,,,,,,,,,,,,,,,,,,
CHE,2024,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1960,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1961,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1962,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1963,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1964,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1965,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1966,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1967,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1968,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1969,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1970,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1971,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1972,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1973,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1974,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1975,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1976,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1977,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1978,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1979,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1980,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1981,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1982,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1983,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1984,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1985,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1986,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1987,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1988,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1989,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1990,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1991,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1992,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1993,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1994,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1995,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1996,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1997,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1998,,,,,,,,,,,,,,,,,,,,,,,,
CHI,1999,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2000,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2001,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2002,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2003,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2004,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2005,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2006,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2007,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2008,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2009,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2010,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2011,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2012,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2013,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2014,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2015,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2016,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2017,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2018,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2019,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2020,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2021,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2022,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2023,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2024,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1960,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1961,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1962,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1963,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1964,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1965,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1966,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1967,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1968,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1969,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1970,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1971,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1972,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1973,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1974,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1975,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1976,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1977,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1978,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1979,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1980,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1981,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1982,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1983,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1984,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1985,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1986,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1987,,,56.2,17.9,45.4,61.4,1.2,3.4,6.7,10.6,,,5.1,13.4,30.6,15.4,34.8,62.1,,35.4,20.8,7.5,,
CHL,1988,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1989,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1990,,,57.2,17.3,47,62.5,1.2,3.4,6.6,10.3,,,3.5,10,25.7,10.7,28.1,56,,33.3,20.3,6.4,,
CHL,1991,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1992,,,54.8,17.9,45.2,60.1,1.4,3.9,7.2,11,,,2,6.9,21.1,6.7,21.6,50.7,,30.9,18.7,5.3,,
CHL,1993,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1994,,,56.4,17.7,45.9,61.5,1.2,3.5,6.7,10.6,,,2.3,6.7,19.8,6.8,20.2,47.1,,31.2,20.3,5.3,,
CHL,1995,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1996,,,54.9,18.2,44.4,60.1,1.3,3.7,7.1,11,,,1.6,5.1,16.4,4.7,16.2,41.4,,29.5,19.6,4.5,,
CHL,1997,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1998,,,55.5,18,45,60.7,1.3,3.5,6.9,10.9,,,1.6,4.9,15.3,4.6,14.9,38.9,,29.3,20.5,4.4,,
CHL,1999,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2000,,,52.8,18.7,42.6,58,1.3,3.8,7.7,11.8,,,2.1,5.6,16.6,5.8,16,41.4,36,29.1,19.3,4.9,,
CHL,2001,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2002,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2003,,,51.5,19.1,41.4,56.8,1.4,4,7.9,12.2,,,2,5.2,16,5.3,15.3,40.6,35.4,28.7,19.5,4.9,,
CHL,2004,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2005,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2006,,,47.7,19.6,38.2,53.8,1.8,4.9,8.800000000000001,12.9,,,.6,2.2,9.5,2,7.6,29.1,29.1,24.6,16.6,3.3,,
CHL,2007,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2008,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2009,,,47.4,19.3,38.4,53.8,1.9,5.1,8.9,12.9,,,.6,1.7,7.5,1.7,5.5,24.4,25.3,23,15.2,3.1,,
CHL,2010,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2011,,,46.9,19.4,38,53.4,2,5.2,9.1,12.9,,1,.3,1.1,5.9,.9,3.9,20.9,22.2,22,14.7,2.7,,
CHL,2012,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2013,,,46.8,19.2,38.2,53.6,2.1,5.4,9,12.9,,.6,.2,.6,3.3,.5,2,12.5,14.4,20.3,14,2.2,,
CHL,2014,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2015,,,45.3,19.6,36.8,52.1,2.2,5.6,9.4,13.3,,.5,.2,.5,2.5,.4,1.5,9.699999999999999,11.7,19.3,13.9,2.1,,
CHL,2016,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2017,,,45.3,19.6,36.9,52,2.2,5.6,9.4,13.3,,.4,.2,.4,1.9,.4,1,7.5,8.6,18.9,13.9,1.9,9.69,25.76
CHL,2018,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2019,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2020,,,47,19.7,37.3,53.3,1.7,4.9,9.1,13.1,,1.8,.8,1.3,3.4,1.3,2.7,9.9,10.8,20.6,15.5,2.5,,
CHL,2021,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2022,3.14,2.17,43,20.3,34.5,49.9,2.3,5.9,9.9,14,,.5,.2,.4,1.3,.4,.9,4.7,6.5,18.1,13.8,1.7,11.32,28.68
CHL,2023,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2024,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1960,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1961,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1962,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1963,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1964,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1965,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1966,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1967,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1968,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1969,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1970,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1971,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1972,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1973,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1974,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1975,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1976,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1977,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1978,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1979,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1980,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1981,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1982,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1983,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1984,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1985,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1986,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1987,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1988,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1989,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1990,,,32.2,22.1,25.8,40.8,3.5,8.300000000000001,12.4,16.4,,,28.3,51.5,72.8,72,92.7,99,,72,8.9,18,,
CHN,1991,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1992,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1993,,,33.9,22.1,26.6,42.2,3.3,7.9,12,15.9,,,24.7,47,69.3,65.59999999999999,88.09999999999999,98.09999999999999,,65.59999999999999,9.4,16.4,,
CHN,1994,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1995,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1996,,,35.2,22.4,27.3,42.9,3.1,7.4,11.5,15.9,,,15.9,36.2,61.1,48.2,78.09999999999999,95.5,,51.2,11.8,13,,
CHN,1997,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1998,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1999,,,38.7,22.3,29.4,45.6,2.7,6.5,10.5,15.1,,,15.9,34.6,58.5,46.1,73.3,93.09999999999999,,50,14.1,12.8,,
CHN,2000,,,,,,,,,,,,,,,,,,,49.8,,,,,
CHN,2001,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2002,,,42,22.4,31.4,47.9,2.3,5.7,9.6,14.4,,,12.3,28.2,51,36.9,62.6,87.09999999999999,,45.4,17.1,11,,
CHN,2003,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2004,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2005,,,40.9,22.3,30.9,47.1,2.4,5.9,10,14.7,,,6.1,18.6,40.8,22.3,49.1,78.59999999999999,30.2,38.9,16.1,8.199999999999999,,
CHN,2006,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2007,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2008,,,43,22.5,32,48.4,2.1,5.2,9.4,14.5,,,4.8,14.9,34.2,17.3,40.1,69.3,,36.8,19,7.2,,
CHN,2009,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2010,,,43.7,22.3,32.6,49,2,5.1,9.199999999999999,14.3,,,3.4,11.7,29.3,13.4,33.5,62.3,17.2,35,19.5,6.3,,
CHN,2011,,,42.4,22.3,31.8,48.1,2.1,5.4,9.6,14.6,,,2.3,9.1,25.8,10,28.3,58.7,12.7,32.7,18.1,5.6,,
CHN,2012,,,42.2,22.4,31.5,47.8,2.1,5.3,9.699999999999999,14.7,,,1.8,7.6,22.9,8.300000000000001,24.3,54,10.2,31.7,18.5,5.2,,
CHN,2013,,,39.7,22.1,30.3,46.3,2.5,6.2,10.3,15,,,.3,3.7,17,2.7,15.8,47.1,8.5,27.5,15.4,4.2,,
CHN,2014,,,39.2,22.3,29.7,45.8,2.5,6.2,10.5,15.2,3.9,,.2,2.9,14.5,1.7,12.9,42.1,7.2,26.5,15.6,3.9,,
CHN,2015,,,38.6,22.3,29.4,45.4,2.6,6.4,10.6,15.3,,,0,1.9,12.2,.6,9.9,37.7,5.7,25.3,15.1,3.5,4.78,11.19
CHN,2016,,,38.5,22.2,29.3,45.3,2.7,6.5,10.7,15.3,,,0,1.4,10.5,.1,7.8,34.1,4.5,24.4,14.8,3.3,,
CHN,2017,,,39.1,22.1,29.9,45.9,2.6,6.4,10.5,15.1,,,0,1.1,9.6,0,6.9,31.9,3.1,24.3,15.1,3.2,,
CHN,2018,,,38.5,22.2,29.4,45.4,2.7,6.5,10.7,15.3,,,0,.7,7.9,0,4.9,27.9,1.7,23.3,14.8,2.9,,
CHN,2019,,,38.2,22,29.5,45.3,2.8,6.7,10.7,15.2,,,0,.2,6.3,0,2.5,24.6,.6,22.1,13.8,2.7,,
CHN,2020,5.42,4.01,37.1,21.7,29.4,44.7,3.1,7.2,11,15.3,,,0,0,5.9,0,1,24.8,0,20.9,11.9,2.7,6.22,13.62
CHN,2021,,,35.7,21.9,28.2,43.6,3.2,7.4,11.4,15.7,,,0,0,3.5,0,0,17,,19,11.6,2.4,,
CHN,2022,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2023,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2024,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1960,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1961,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1962,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1963,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1964,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1965,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1966,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1967,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1968,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1969,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1970,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1971,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1972,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1973,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1974,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1975,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1976,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1977,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1978,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1979,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1980,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1981,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1982,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1983,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1984,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1985,,,45.5,20.7,35.6,51.2,1.8,5,9.300000000000001,13.8,,,2.6,8,23.4,8.199999999999999,23.9,55.6,,29.8,17.4,5.9,,
CIV,1986,,,38,21.6,29.4,45.4,2.8,6.9,10.9,15.2,,,.9,6.2,24.3,4.4,23.8,62.4,,28.6,11.2,5.2,,
CIV,1987,,,40.5,21,32,47.5,2.5,6.3,10.4,14.8,,,2.2,9.5,29.3,9.4,32.1,68.90000000000001,,32.1,13.7,6.1,,
CIV,1988,,,36.9,22.6,28.3,43.8,2.7,6.8,11.3,15.5,,,3.5,13.3,36.1,13.4,41.3,76.59999999999999,,33.4,12.6,7.2,,
CIV,1989,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1990,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1991,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1992,,,39.4,22.3,29.5,45.8,2.3,6,10.6,15.3,,,8.5,22.4,46,27.1,55.4,84.3,,40.7,16,9.800000000000001,,
CIV,1993,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1994,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1995,,,40.6,21.3,32.7,47.4,2.7,6.6,10.2,14.5,,,6.5,21.5,46.1,25.9,55.9,86.7,,43.2,12.8,9,,
CIV,1996,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1997,,,,,,,,,,,,,,,,,,,,,,,,
CIV,1998,,,39,21.4,30.1,46.2,2.6,6.4,10.8,15.2,,,9.6,25.5,50.2,30.4,64.5,87.40000000000001,,41.4,14.3,10.3,,
CIV,1999,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2000,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2001,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2002,,,41.3,20.6,31.3,48.5,2.3,6.1,11.2,13.7,,,8.9,24.8,49.4,29.1,63.5,86.59999999999999,,42.9,13,10.3,,
CIV,2003,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2004,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2005,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2006,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2007,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2008,,,43.2,21.7,32.6,49,1.8,5.1,9.9,14.2,,,12.4,28.1,51,34.4,62.9,86.59999999999999,,44.9,17.4,11.9,,
CIV,2009,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2010,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2011,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2012,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2013,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2014,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2015,,,41.5,21.7,31.9,47.7,2.1,5.7,10.2,14.6,,52.4,11.2,27.2,51,33.4,63.2,87.90000000000001,44.4,44.3,15.3,11.3,,
CIV,2016,,,,,,,,,,,46.1,,,,,,,,,,,,,
CIV,2017,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2018,,,37.2,21.9,29,44.7,2.9,7,11,15.4,,37.3,2.4,12,34.5,11.5,39.7,75.59999999999999,39.5,34.3,12,6.7,2.56,5.66
CIV,2019,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2020,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2021,1.21,-.67,35.3,21.8,27.8,43.3,3.1,7.6,11.6,15.7,,29.2,1.9,10.9,34.3,9.699999999999999,38.4,76.40000000000001,37.5,31.9,10.1,6.6,2.66,5.54
CIV,2022,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2023,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2024,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1960,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1961,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1962,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1963,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1964,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1965,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1966,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1967,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1968,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1969,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1970,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1971,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1972,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1973,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1974,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1975,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1976,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1977,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1978,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1979,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1980,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1981,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1982,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1983,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1984,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1985,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1986,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1987,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1988,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1989,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1990,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1991,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1992,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1993,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1994,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1995,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1996,,,44.4,19.6,36.1,51.7,2.5,6.1,9.6,13,,,16.8,36.7,59.2,50.4,75.40000000000001,90.8,,51.7,11.1,13.1,,
CMR,1997,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1998,,,,,,,,,,,,,,,,,,,,,,,,
CMR,1999,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2000,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2001,,,42.1,20.6,33.6,49,2.5,6.2,10,14.2,,,6.9,21.2,45.4,25.7,55.8,84,40.2,40.2,13.2,9.1,,
CMR,2002,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2003,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2004,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2005,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2006,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2007,,,42.8,21.5,33,49.1,2.5,5.8,9.5,14,,,9.300000000000001,24.5,47.5,31.4,58.5,84.3,39.9,42.8,15.8,9.699999999999999,1.69,4.42
CMR,2008,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2009,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2010,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2011,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2012,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2013,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2014,1.41,3.84,46.6,21.6,35,51.7,1.7,4.5,8.5,13.7,,37.5,8.300000000000001,20.1,39.9,25.7,47,74.8,37.5,39.7,21.7,8.9,1.87,5.75
CMR,2015,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2016,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2017,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2018,,,,,,,,,,,43.6,,,,,,,,,,,,,
CMR,2019,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2020,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2021,,,42.2,22.5,31.1,47.9,2.1,5.4,9.6,14.7,,41,6.6,18.4,39.4,23,46.7,76,,38.4,18.8,8.300000000000001,,
CMR,2022,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2023,,,,,,,,,,,,,,,,,,,,,,,,
CMR,2024,,,,,,,,,,,,,,,,,,,,,,,,
COD,1960,,,,,,,,,,,,,,,,,,,,,,,,
COD,1961,,,,,,,,,,,,,,,,,,,,,,,,
COD,1962,,,,,,,,,,,,,,,,,,,,,,,,
COD,1963,,,,,,,,,,,,,,,,,,,,,,,,
COD,1964,,,,,,,,,,,,,,,,,,,,,,,,
COD,1965,,,,,,,,,,,,,,,,,,,,,,,,
COD,1966,,,,,,,,,,,,,,,,,,,,,,,,
COD,1967,,,,,,,,,,,,,,,,,,,,,,,,
COD,1968,,,,,,,,,,,,,,,,,,,,,,,,
COD,1969,,,,,,,,,,,,,,,,,,,,,,,,
COD,1970,,,,,,,,,,,,,,,,,,,,,,,,
COD,1971,,,,,,,,,,,,,,,,,,,,,,,,
COD,1972,,,,,,,,,,,,,,,,,,,,,,,,
COD,1973,,,,,,,,,,,,,,,,,,,,,,,,
COD,1974,,,,,,,,,,,,,,,,,,,,,,,,
COD,1975,,,,,,,,,,,,,,,,,,,,,,,,
COD,1976,,,,,,,,,,,,,,,,,,,,,,,,
COD,1977,,,,,,,,,,,,,,,,,,,,,,,,
COD,1978,,,,,,,,,,,,,,,,,,,,,,,,
COD,1979,,,,,,,,,,,,,,,,,,,,,,,,
COD,1980,,,,,,,,,,,,,,,,,,,,,,,,
COD,1981,,,,,,,,,,,,,,,,,,,,,,,,
COD,1982,,,,,,,,,,,,,,,,,,,,,,,,
COD,1983,,,,,,,,,,,,,,,,,,,,,,,,
COD,1984,,,,,,,,,,,,,,,,,,,,,,,,
COD,1985,,,,,,,,,,,,,,,,,,,,,,,,
COD,1986,,,,,,,,,,,,,,,,,,,,,,,,
