iso3,year,gdp_pc_ppp_c21intl,gdp_pc_ppp_cintl,gdp_ppp_c21intl,gdp_ppp_cintl,gni_pc_ppp_c21intl,gni_pc_ppp_cintl,gni_ppp_c21intl
BRB,2011,19050.56737,19165.01013,5260604624,5292206732,,18090,
BRB,2012,18936.08881,17936.99373,5244122563,4967435168,,17350,
BRB,2013,18695.68329,18004.66912,5191136901,4999266451,,17350,
BRB,2014,18665.17698,17752.51772,5195414682,4941377803,,17100,
BRB,2015,18464.66309,17804.749,5151456355,4967346925,,17090,
BRB,2016,18754.66514,18013.67344,5243766864,5036587067,,17270,
BRB,2017,18740.34883,17898.89946,5250502273,5014752559,,17170,
BRB,2018,18484.69764,18551.16865,5188857959,5207517103,,17760,
BRB,2019,18572.50954,18760.37001,5222719689,5275547370,,17890,
BRB,2020,15749.03802,15824.49107,4436472511,4457727484,,15620,
BRB,2021,15683.88471,15683.88471,4425161020,4425161020,15398.46597,15400,4344630979
BRB,2022,18469.57659,19786.36152,5214293923,5586046010,,19260,
BRB,2023,19224.46212,21336.15756,5427757737,6023965380,,20490,
BRB,2024,,,,,,,
BRN,1960,,,,,,,
BRN,1961,,,,,,,
BRN,1962,,,,,,,
BRN,1963,,,,,,,
BRN,1964,,,,,,,
BRN,1965,,,,,,,
BRN,1966,,,,,,,
BRN,1967,,,,,,,
BRN,1968,,,,,,,
BRN,1969,,,,,,,
BRN,1970,,,,,,,
BRN,1971,,,,,,,
BRN,1972,,,,,,,
BRN,1973,,,,,,,
BRN,1974,,,,,,,
BRN,1975,,,,,,,
BRN,1976,,,,,,,
BRN,1977,,,,,,,
BRN,1978,,,,,,,
BRN,1979,,,,,,,
BRN,1980,,,,,,,
BRN,1981,,,,,,,
BRN,1982,,,,,,,
BRN,1983,,,,,,,
BRN,1984,,,,,,,
BRN,1985,,,,,,,
BRN,1986,,,,,,,
BRN,1987,,,,,,,
BRN,1988,,,,,,,
BRN,1989,,,,,,,
BRN,1990,118163.6832,70200.74062,30166243011,17921687474,118157.8285,70200,30164748351
BRN,1991,118220.6836,72609.80624000001,31044278636,19067044678,118214.8261,72610,31042740472
BRN,1992,111457.2209,70015.77112,30075505033,18892985663,111451.6985,70020,30074014869
BRN,1993,107899.1362,69387.25635,29884931646,19218257779,107893.7901,69390,29883450925
BRN,1994,106239.2322,69778.57689,30181609719,19823465687,106233.9683,69780,30180114298
BRN,1995,105043.8527,70440.02191,30588244682,20511782181,105038.648,70440,30586729114
BRN,1996,102522.1252,70007.64124,30579889427,20881599200,102517.0455,70010,30578374272
BRN,1997,106503.4203,73980.41134000001,32519860855,22589252779,106498.1433,73980,32518249580
BRN,1998,97171.63711,68256.86997,30354961860,21322422326,97166.82251,68260,30353457850
BRN,1999,99083.32066,70584.60971,31648302534,22545500772,99078.41133,70580,31646734442
BRN,2000,100323.44,73086.93197999999,32747978586,23857328686,100318.4693,73090,32746356008
BRN,2001,99680.76248,74253.88172,33228083768,24752160201,99675.82355,74250,33226437402
BRN,2002,101571.5838,76838.17586,34544394076,26132586771,101566.5512,76840,34542682491
BRN,2003,103226.9143,79632.1722,35782267886,27603457274,103221.7997,79630,35780494967
BRN,2004,101497.7547,80403.75793000001,35819674111,28375370614,101492.7258,80400,35817899338
BRN,2005,99795.68511999999,81534.17166000001,35818268121,29263918756,99790.7405,81530,35816493418
BRN,2006,102248.5104,86114.33722,37286248538,31402712554,102243.4442,86110,37284401101
BRN,2007,96752.62026,83693.32133999999,35882934535,31039593166,97191.73536000001,84080,36045790467
BRN,2008,91275.50014,80476.72489,34483245025,30403543327,91653.7012,80750,34626126736
BRN,2009,87875.82823,77957.14426,33827975829,30009758596,88243.32107999999,78300,33969442936
BRN,2010,88586.51319,79542.67788,34755323894,31207137896,87934.03479999999,78960,34499335743
BRN,2011,90279.66334,82735.39148000001,36056704462,33043605269,87376.63533999999,80510,34897267012
BRN,2012,89718.46365999999,87256.04223000001,36385950967,35387298720,87120.22209,85160,35332215912
BRN,2013,86606.65171999999,83237.14709,35612828399,34227281358,85493.21924000001,82320,35154982736
BRN,2014,83310.61506,81225.54848,34719698828,33850747328,83220.96083,81150,34682335428
BRN,2015,81910.1884,62707.82636,34583464463,26475996782,85849.97851,65860,36246891125
BRN,2016,78880.62291000001,56679.51858,33726514653,24234121680,84009.6946,60830,35919521061
BRN,2017,78966.8643,61657.68028,34174647795,26683717611,83374.91807,65320,36082330041
BRN,2018,78099.05077,65148.82645,34192545419,28522807709,78591.06561000001,65550,34407954437
BRN,2019,80228.15966,69353.67987000001,35515401717,30701487003,82359.10503000001,71210,36458728615
BRN,2020,80280.89795,69787.96334,35917994866,31223413950,82457.50886,71890,36891819296
BRN,2021,78248.79711,78248.79711,35346624879,35346624879,78749.75163,78750,35572916555
BRN,2022,76357.8291,81801.74591,34771064638,37250061034,74308.6574,79990,33837933320
BRN,2023,76828.39982999999,85267.55305,35260317274,39133458205,77873.56611,86360,35739995291
BRN,2024,,,,,,,
BTN,1960,,,,,,,
BTN,1961,,,,,,,
BTN,1962,,,,,,,
BTN,1963,,,,,,,
BTN,1964,,,,,,,
BTN,1965,,,,,,,
BTN,1966,,,,,,,
BTN,1967,,,,,,,
BTN,1968,,,,,,,
BTN,1969,,,,,,,
BTN,1970,,,,,,,
BTN,1971,,,,,,,
BTN,1972,,,,,,,
BTN,1973,,,,,,,
BTN,1974,,,,,,,
BTN,1975,,,,,,,
BTN,1976,,,,,,,
BTN,1977,,,,,,,
BTN,1978,,,,,,,
BTN,1979,,,,,,,
BTN,1980,,,,,,,
BTN,1981,,,,,,,
BTN,1982,,,,,,,
BTN,1983,,,,,,,
BTN,1984,,,,,,,
BTN,1985,,,,,,,
BTN,1986,,,,,,,
BTN,1987,,,,,,,
BTN,1988,,,,,,,
BTN,1989,,,,,,,
BTN,1990,3411.383758,1637.871812,2010284101,965176566.7,3210.438848,1540,1891869877
BTN,1991,3338.009421,1656.841738,2002084642,993747165,3067.31491,1520,1839726406
BTN,1992,3624.597815,1840.090349,2094198378,1063156361,3241.94829,1640,1873113431
BTN,1993,3850.551289,2001.134674,2135796835,1109975373,3495.09761,1800,1938636277
BTN,1994,4042.494178,2145.745669,2241550894,1189809536,3762.89712,1990,2086515164
BTN,1995,4379.870466,2373.568468,2400120837,1300689411,3876.356013,2090,2124200455
BTN,1996,4616.919791,2547.838123,2533691711,1398212797,4143.437086,2280,2273851978
BTN,1997,4778.705118,2682.594784,2669848213,1498757658,4396.659821,2460,2456400652
BTN,1998,4965.876461,2818.995727,2827743863,1605234832,4278.802575,2420,2436499944
BTN,1999,5241.366635,3017.488763,3053510133,1757925586,4391.944441,2520,2558654600
BTN,2000,5287.574345,3113.04544,3155957486,1858061640,5277.115141,3110,3149714774
BTN,2001,5545.630553,3338.492472,3387237868,2039131171,5537.90697,3340,3382520350
BTN,2002,5991.254968,3662.80907,3740993524,2287090948,5900.350522,3610,3684231969
BTN,2003,6323.541195,3942.281448,4032288249,2513847015,6184.7813,3860,3943806198
BTN,2004,6517.996826,4172.78217,4240243727,2714578404,6371.293205,4080,4144806566
BTN,2005,6850.804409,4523.359705,4534307660,2993853471,6752.851956,4460,4469476360
BTN,2006,7140.856092,4860.270175,4790079125,3260264373,7107.933386,4840,4767994608
BTN,2007,8195.070744000001,5728.915698,5561511005,3887877078,8078.593137,5650,5482464525
BTN,2008,8470.034709,6035.21741,5813416793,4142277505,8247.900582,5880,5660954812
BTN,2009,9019.118607,6466.097449,6259160084,4487394036,8674.003202,6220,6019654134
BTN,2010,9985.284554,7245.772639,7005995172,5083865948,9465.453524,6870,6641265087
BTN,2011,10714.68656,7935.467612,7600752210,5629238208,10093.76681,7480,7160286020
BTN,2012,11143.94453,8577.407319,7993317388,6152394145,10342.76254,7960,7418646375
BTN,2013,11212.47942,8666.910636000001,8132108587,6285876278,10504.39868,8120,7618556746
BTN,2014,11744.5189,9323.394490000001,8610364845,6835344113,10981.62699,8720,8051059027
BTN,2015,12400.29832,10213.81396,9183884142,7564534470,11577.24932,9550,8574319234
BTN,2016,13320.9759,11273.28238,9962304960,8430904600,12269.87766,10390,9176224323
BTN,2017,13482.34253,11677.41427,10170202849,8808682292,12363.65673,10720,9326339002
BTN,2018,13854.85439,11969.5615,10526350318,9093982074,12676.77043,10950,9631290423
BTN,2019,14555.1884,12909.10098,11132157411,9873190250,13351.14104,11830,10211273093
BTN,2020,12979.93694,12475.048,9994629327,9605861814,12222.05808,11750,9411058054
BTN,2021,13458.81266,13458.81266,10436528610,10436528610,12697.55262,12700,9846215601
BTN,2022,14061.31202,15063.81057,10980675416,11763540567,13363.03438,14280,10435380632
BTN,2023,,,,,,,
BTN,2024,,,,,,,
BWA,1960,,,,,,,
BWA,1961,,,,,,,
BWA,1962,,,,,,,
BWA,1963,,,,,,,
BWA,1964,,,,,,,
BWA,1965,,,,,,,
BWA,1966,,,,,,,
BWA,1967,,,,,,,
BWA,1968,,,,,,,
BWA,1969,,,,,,,
BWA,1970,,,,,,,
BWA,1971,,,,,,,
BWA,1972,,,,,,,
BWA,1973,,,,,,,
BWA,1974,,,,,,,
BWA,1975,,,,,,,
BWA,1976,,,,,,,
BWA,1977,,,,,,,
BWA,1978,,,,,,,
BWA,1979,,,,,,,
BWA,1980,,,,,,,
BWA,1981,,,,,,,
BWA,1982,,,,,,,
BWA,1983,,,,,,,
BWA,1984,,,,,,,
BWA,1985,,,,,,,
BWA,1986,,,,,,,
BWA,1987,,,,,,,
BWA,1988,,,,,,,
BWA,1989,,,,,,,
BWA,1990,10520.94021,5978.019273,13737149549,7805475853,10326.95286,5800,13483861047
BWA,1991,11001.82417,6462.664269,14761763589,8671318559,11117.93232,6570,14917552399
BWA,1992,11008.70384,6614.072311,15192374593,9127638054,11204.28927,6800,15462288932
BWA,1993,10902.97388,6705.818634,15483476754,9523033629,11416.59051,7200,16212871429
BWA,1994,10989.69284,6903.476051,16045204308,10079233815,10611.11259,6520,15492468432
BWA,1995,11457.72319,7348.390893,17173247996,11014032813,11407.11301,7300,17097391630
BWA,1996,11832.96331,7727.98814,18174414010,11869525176,11382.93272,7310,17483205720
BWA,1997,12526.37821,8321.924870999999,19687595890,13079494423,12264.69926,8070,19276317444
BWA,1998,12306.27599,8267.583393000001,19774942584,13285171486,12509.19974,8480,20101020545
BWA,1999,13207.47473,8998.587356,21686633882,14775653443,12755.20575,8550,20944009568
BWA,2000,13185.84449,9187.351865000001,22117698200,15410698646,12621.41926,8600,21170941489
BWA,2001,12949.66716,9225.958581000001,22173119390,15797184484,12730.78369,8990,21798335303
BWA,2002,13479.72402,9752.835663,23518923718,17016386811,12345.84796,8450,21540578723
BWA,2003,13857.28756,10223.95502,24606884375,18155045000,13025.09079,9210,23129122611
BWA,2004,13984.87051,10595.54855,25272702794,19147703172,13011.85476,9410,23514321282
BWA,2005,14361.98741,11222.44602,26424290307,20647920309,13520.93295,10240,24876853561
BWA,2006,15275.61455,12304.45122,28634383886,23064890692,14668.80324,11600,27496906374
BWA,2007,15850.26721,13113.23185,30293046544,25062021817,15450.67614,12650,29529347692
BWA,2008,16040.34858,13526.17364,31278198518,26375632819,15405.97622,12840,30041191459
BWA,2009,13489.97888,11445.7128,26854136736,22784671433,13391.84343,11340,26658781133
BWA,2010,14545.3783,12491.15808,29572368614,25395910903,14061.24107,12000,28588063895
BWA,2011,15237.11142,13355.16084,31594683838,27692393435,15151.9547,13270,31418108379
BWA,2012,14957.99772,12474.79251,31540688283,26304559563,15206.95182,12710,32065637129
BWA,2013,16369.82762,13341.17701,35042595322,28559217476,15714.51454,12720,33639778418
BWA,2014,17052.22966,15003.31975,37038193114,32587870647,16573.14174,14550,35997593078
BWA,2015,15994.99747,14143.69407,35241346051,31162419272,15500.28388,13670,34151356969
BWA,2016,16905.62379,16228.12312,37780282311,36266220082,15460.4565,14840,34550657132
BWA,2017,17352.92934,15700.66505,39334700519,35589435395,15969.20155,14370,36198139699
BWA,2018,17824.95053,15785.81963,40982074575,36293825139,16327.06981,14320,37538235614
BWA,2019,18106.01685,15960.01561,42224734096,37220081094,18156.75927,16010,42343069634
BWA,2020,16289.42022,15292.30284,38539041552,36179967540,16313.14733,15310,38595177394
BWA,2021,17961.35762,17961.35762,43133140609,43133140609,17996.43425,18000,43217375063
BWA,2022,18648.1356,19977.65085,45499436857,48743310496,18679.44241,20010,45575822105
BWA,2023,18846.25046,20916.40155,46743299629,51877779435,18888.52626,20960,46848153924
BWA,2024,,,,,,,
CAF,1960,,,,,,,
CAF,1961,,,,,,,
CAF,1962,,,,,,,
CAF,1963,,,,,,,
CAF,1964,,,,,,,
CAF,1965,,,,,,,
CAF,1966,,,,,,,
CAF,1967,,,,,,,
CAF,1968,,,,,,,
CAF,1969,,,,,,,
CAF,1970,,,,,,,
CAF,1971,,,,,,,
CAF,1972,,,,,,,
CAF,1973,,,,,,,
CAF,1974,,,,,,,
CAF,1975,,,,,,,
CAF,1976,,,,,,,
CAF,1977,,,,,,,
CAF,1978,,,,,,,
CAF,1979,,,,,,,
CAF,1980,,,,,,,
CAF,1981,,,,,,,
CAF,1982,,,,,,,
CAF,1983,,,,,,,
CAF,1984,,,,,,,
CAF,1985,,,,,,,
CAF,1986,,,,,,,
CAF,1987,,,,,,,
CAF,1988,,,,,,,
CAF,1989,,,,,,,
CAF,1990,1481.252551,620.3911765,4254024014,1781707624,,610,
CAF,1991,1427.690183,618.179518,4230518701,1831783984,,610,
CAF,1992,1294.202547,573.1505893,3958746872,1753170790,,570,
CAF,1993,1257.828403,570.2456378000001,3972019588,1800743915,,560,
CAF,1994,1278.915091,592.1854376,4166646538,1929312915,,580,
CAF,1995,1334.10323,630.6916814,4466646987,2111588545,,620,
CAF,1996,1247.968753,600.7729679,4287976955,2064234891,,590,
CAF,1997,1278.488261,626.0784538,4515236990,2211121275,,620,
CAF,1998,1302.751428,645.1299944,4727459557,2341065142,,630,
CAF,1999,1313.235709,659.5245629999999,4897646915,2459663882,,650,
CAF,2000,1245.813996,639.836997,4775723304,2452761382,,630,
CAF,2001,1272.857108,668.4459393,4988946886,2619965169,,660,
CAF,2002,1290.383149,688.1804511,5169374255,2756903877,,680,
CAF,2003,1191.873152,648.1932154,4890358044,2659592507,,650,
CAF,2004,1236.285347,690.426514,5183529347,2894838239,,680,
CAF,2005,1219.593945,702.4606246,5230606705,3012720151,,700,
CAF,2006,1251.870822,743.2874802,5480163420,3253799664,,740,
CAF,2007,1284.552836,783.3554453,5732663859,3495935180,,780,
CAF,2008,1283.272826,797.6528062,5850420283,3636486381,,790,
CAF,2009,1402.681648,877.2521311,6352811109,3973116133,1405.419023,870,6365208811
CAF,2010,1479.413678,936.4854974,6646998256,4207624657,1493.153276,940,6708730202
CAF,2011,1517.148391,980.185521,6925814265,4474567487,1530.143377,980,6985136649
CAF,2012,1577.980533,1062.068099,7275828382,4897034572,1591.84118,1070,7339737719
CAF,2013,996.8963559,709.8534812,4628010584,3295437289,1009.310089,720,4685640336
CAF,2014,1001.855981,698.9637389,4631762536,3231436576,1015.399452,710,4694376469
CAF,2015,1043.921717,768.870888,4832647683,3559349379,1059.86966,780,4906475816
CAF,2016,1073.944777,826.0133014,5062213760,3893548336,1091.403084,840,5144506336
CAF,2017,1103.866093,883.8107349000001,5291394260,4236556480,1154.707132,930,5535101339
CAF,2018,1125.700917,905.8177889,5491908661,4419174297,1211.553434,970,5910753644
CAF,2019,1145.095637,984.8431837000001,5662157829,4869757045,1230.860407,1060,6086239146
CAF,2020,1136.57053,1066.290054,5713117250,5359843443,1202.055122,1130,6042283935
CAF,2021,1128.55238,1128.55238,5769272622,5769272622,1205.554908,1210,6162917245
CAF,2022,1137.347266,1218.434221,5798240717,6211625178,1199.258094,1280,6113864533
CAF,2023,1135.136277,1259.8244,5848699991,6491145694,,1330,
CAF,2024,,,,,,,
CAN,1960,,,,,,,
CAN,1961,,,,,,,
CAN,1962,,,,,,,
CAN,1963,,,,,,,
CAN,1964,,,,,,,
CAN,1965,,,,,,,
CAN,1966,,,,,,,
CAN,1967,,,,,,,
CAN,1968,,,,,,,
CAN,1969,,,,,,,
CAN,1970,,,,,,,
CAN,1971,,,,,,,
CAN,1972,,,,,,,
CAN,1973,,,,,,,
CAN,1974,,,,,,,
CAN,1975,,,,,,,
CAN,1976,,,,,,,
CAN,1977,,,,,,,
CAN,1978,,,,,,,
CAN,1979,,,,,,,
CAN,1980,,,,,,,
CAN,1981,,,,,,,
CAN,1982,,,,,,,
CAN,1983,,,,,,,
CAN,1984,,,,,,,
CAN,1985,,,,,,,
CAN,1986,,,,,,,
CAN,1987,,,,,,,
CAN,1988,,,,,,,
CAN,1989,,,,,,,
CAN,1990,40429.99229,20229.75587,1119550000000,560185000000,36773.28818,19500,1018290000000
CAN,1991,39095.68125,20224.68733,1096140000000,567048000000,35504.90235,19550,995466000000
CAN,1992,38979.68065,20626.20206,1105900000000,585191000000,35172.95099,19890,997901000000
CAN,1993,39578.30942,21440.04699,1135290000000,615003000000,35624.55862,20710,1021880000000
CAN,1994,40906.48402,22632.83409,1186320000000,656367000000,36693.81076,21820,1064140000000
CAN,1995,41571.32947,23485.64193,1218140000000,688184000000,37707.34281,22680,1104910000000
CAN,1996,41833.86525,24050.17501,1238710000000,712131000000,38183.23832,23250,1130610000000
CAN,1997,43193.03702,25258.86056,1291730000000,755390000000,39371.63251,24480,1177450000000
CAN,1998,44503.61643,26319.67416,1342010000000,793674000000,39837.91163,25430,1201320000000
CAN,1999,46412.74885,27841.35335,1411010000000,846413000000,41782.674,26900,1270250000000
CAN,2000,48345.35181,29362.08416,1483510000000,900997000000,44664.30127,28590,1370560000000
CAN,2001,48719.79596,30230.84877,1511330000000,937787000000,44695.21158,29380,1386480000000
CAN,2002,49639.60858,30963.92189,1556660000000,971004000000,45195.22548,30180,1417290000000
CAN,2003,50083.8923,32351.5457,1584780000000,1023680000000,46441.46021,31560,1469520000000
CAN,2004,51153.59189,33927.6697,1633780000000,1083610000000,48269.2868,33200,1541660000000
CAN,2005,52298.19268,36328.37899,1686240000000,1171330000000,49983.13002,35590,1611590000000
CAN,2006,53136.48121,38119.39096,1730720000000,1241590000000,51161.15859,37510,1666380000000
CAN,2007,53701.93034,39575.47701,1766200000000,1301590000000,52246.2153,38990,1718320000000
CAN,2008,53651.80346,40376.08828,1783780000000,1342400000000,52953.29846,39780,1760550000000
CAN,2009,51494.95368,38864.0567,1731780000000,1307000000000,49132.70509,38190,1652340000000
CAN,2010,52499.85066,40098.25372,1785300000000,1363580000000,50749.87336,39310,1725800000000
CAN,2011,53621.28796,41666.83746,1841310000000,1430810000000,52393.37977,40880,1799150000000
CAN,2012,53974.56753,42291.97294,1873640000000,1468100000000,52563.14078,41540,1824650000000
CAN,2013,54651.18738,44301.05625,1917220000000,1554130000000,53468.52989,43630,1875730000000
CAN,2014,55661.36512,45758.10073,1972310000000,1621400000000,54145.17532,45020,1918580000000
CAN,2015,55598.81891,44669.45136,1985130000000,1594900000000,52880.36623,43990,1888070000000
CAN,2016,55544.1673,46470.64664,2005740000000,1678090000000,52791.95494,45900,1906360000000
CAN,2017,56549.21927,48317.38745,2066600000000,1765760000000,54359.42061,47700,1986570000000
CAN,2018,57273.57325,49982.59991,2123280000000,1852990000000,54927.84089,49130,2036320000000
CAN,2019,57519.6535,50498.97311,2163800000000,1899700000000,55274.41927,49900,2079340000000
CAN,2020,54032.57832,48590.68321,2054790000000,1847840000000,51648.97705,48240,1964140000000
CAN,2021,56575.01757,56575.01757,2163420000000,2163420000000,56088.65802,56090,2144820000000
CAN,2022,57681.43859,62733.64158,2246060000000,2442790000000,57761.99824,61920,2249200000000
CAN,2023,56714.19991,63524.70387,2274110000000,2547200000000,55575.56082,62640,2228460000000
CAN,2024,,,,,,,
CHE,1960,,,,,,,
CHE,1961,,,,,,,
CHE,1962,,,,,,,
CHE,1963,,,,,,,
CHE,1964,,,,,,,
CHE,1965,,,,,,,
CHE,1966,,,,,,,
CHE,1967,,,,,,,
CHE,1968,,,,,,,
CHE,1969,,,,,,,
CHE,1970,,,,,,,
CHE,1971,,,,,,,
CHE,1972,,,,,,,
CHE,1973,,,,,,,
CHE,1974,,,,,,,
CHE,1975,,,,,,,
CHE,1976,,,,,,,
CHE,1977,,,,,,,
CHE,1978,,,,,,,
CHE,1979,,,,,,,
CHE,1980,,,,,,,
CHE,1981,,,,,,,
CHE,1982,,,,,,,
CHE,1983,,,,,,,
CHE,1984,,,,,,,
CHE,1985,,,,,,,
CHE,1986,,,,,,,
CHE,1987,,,,,,,
CHE,1988,,,,,,,
CHE,1989,,,,,,,
CHE,1990,63963.18121,28442.3316,429546000000,191005000000,,28990,
CHE,1991,62590.21798,28773.01394,425612000000,195656000000,,29350,
CHE,1992,61876.86533,29093.32385,425426000000,200027000000,,29590,
CHE,1993,61238.6535,29475.75005,424890000000,204511000000,,30120,
CHE,1994,61523.83358,30245.37597,430285000000,211530000000,,30650,
CHE,1995,61407.95298,30821.43705,432354000000,217004000000,65375.72034,31500,460290000000
CHE,1996,61425.47921,31497.74196,434392000000,222747000000,65387.73456,32270,462412000000
CHE,1997,62663.37655,32728.01142,444215000000,232006000000,67231.74592,34090,476600000000
CHE,1998,64370.5053,33857.65317,457674000000,240728000000,69597.02598999999,35400,494835000000
CHE,1999,65129.43738,34742.63186,465284000000,248201000000,71061.04952,36590,507659000000
CHE,2000,67328.30963,36695.20706,483703000000,263628000000,73583.09517,39020,528639000000
CHE,2001,67957.79541999999,37822.92751,491325000000,273454000000,72497.40755,39220,524146000000
CHE,2002,67396.27346,38704.95846,490965000000,281956000000,71742.39096999999,39640,522626000000
CHE,2003,66876.42365,38737.30793,490806000000,284293000000,74352.62426,41170,545674000000
CHE,2004,68212.70291000001,40176.57074,504066000000,296890000000,75252.72611,42560,556089000000
CHE,2005,69640.79492,41524.84887,517927000000,308825000000,77898.90051000001,44860,579343000000
CHE,2006,72024.28641,46275.54948,539025000000,346323000000,79645.90196,49560,596065000000
CHE,2007,74179.12487,50929.4927,560135000000,384575000000,76655.84767,51130,578837000000
CHE,2008,75299.19315000001,53808.78411,575864000000,411512000000,72142.0065,50260,551719000000
CHE,2009,72655.77065999999,52971.37328,562634000000,410201000000,76139.6143,53740,589612000000
CHE,2010,74235.04422,54432.33308,580882000000,425928000000,81106.71024,57260,634653000000
CHE,2011,74745.29127,57493.58106,591414000000,454912000000,78230.74411,57830,618993000000
CHE,2012,74827.95703000001,59440.91586,598389000000,475341000000,79317.93587,60440,634295000000
CHE,2013,75298.14648,61656.46617,609113000000,498760000000,78997.71629,62660,639040000000
CHE,2014,76132.97221000001,63417.04372,623426000000,519300000000,78275.74980000001,63350,640973000000
CHE,2015,76509.16793,65282.58419,633679000000,540696000000,79825.25238999999,65940,661144000000
CHE,2016,77243.75668000001,67350.75186999999,646788000000,563951000000,78250.45202,66960,655217000000
CHE,2017,77569.20484000001,68193.50549,655603000000,576361000000,77237.62655,67250,652800000000
CHE,2018,79202.44362000001,70688.81875000001,674356000000,601868000000,77034.97004,68130,655901000000
CHE,2019,79537.54106,73732.23533,682057000000,632275000000,77476.47722,71170,664382000000
CHE,2020,77267.41370999999,72997.82395000001,667449000000,630567000000,73796.46262999999,70510,637466000000
CHE,2021,80812.59110000001,80812.59110000001,703437000000,703437000000,79529.65962000001,79530,692270000000
CHE,2022,82203.05928,90214.75627,721503000000,791823000000,81589.14881,88390,716115000000
CHE,2023,81757.68779,89546.27849,726670000000,795896000000,,87050,
CHE,2024,,,,,,,
CHI,1960,,,,,,,
CHI,1961,,,,,,,
CHI,1962,,,,,,,
CHI,1963,,,,,,,
CHI,1964,,,,,,,
CHI,1965,,,,,,,
CHI,1966,,,,,,,
CHI,1967,,,,,,,
CHI,1968,,,,,,,
CHI,1969,,,,,,,
CHI,1970,,,,,,,
CHI,1971,,,,,,,
CHI,1972,,,,,,,
CHI,1973,,,,,,,
CHI,1974,,,,,,,
CHI,1975,,,,,,,
CHI,1976,,,,,,,
CHI,1977,,,,,,,
CHI,1978,,,,,,,
CHI,1979,,,,,,,
CHI,1980,,,,,,,
CHI,1981,,,,,,,
CHI,1982,,,,,,,
CHI,1983,,,,,,,
CHI,1984,,,,,,,
CHI,1985,,,,,,,
CHI,1986,,,,,,,
CHI,1987,,,,,,,
CHI,1988,,,,,,,
CHI,1989,,,,,,,
CHI,1990,,,,,,,
CHI,1991,,,,,,,
CHI,1992,,,,,,,
CHI,1993,,,,,,,
CHI,1994,,,,,,,
CHI,1995,,,,,,,
CHI,1996,,,,,,,
CHI,1997,,,,,,,
CHI,1998,,,,,,,
CHI,1999,,,,,,,
CHI,2000,,,,,,,
CHI,2001,,,,,,,
CHI,2002,,,,,,,
CHI,2003,,,,,,,
CHI,2004,,,,,,,
CHI,2005,,,,,,,
CHI,2006,,,,,,,
CHI,2007,,,,,,,
CHI,2008,,,,,,,
CHI,2009,,,,,,,
CHI,2010,,,,,,,
CHI,2011,,,,,,,
CHI,2012,,,,,,,
CHI,2013,,,,,,,
CHI,2014,,,,,,,
CHI,2015,,,,,,,
CHI,2016,,,,,,,
CHI,2017,,,,,,,
CHI,2018,,,,,,,
CHI,2019,,,,,,,
CHI,2020,,,,,,,
CHI,2021,,,,,,,
CHI,2022,,,,,,,
CHI,2023,,,,,,,
CHI,2024,,,,,,,
CHL,1960,,,,,,,
CHL,1961,,,,,,,
CHL,1962,,,,,,,
CHL,1963,,,,,,,
CHL,1964,,,,,,,
CHL,1965,,,,,,,
CHL,1966,,,,,,,
CHL,1967,,,,,,,
CHL,1968,,,,,,,
CHL,1969,,,,,,,
CHL,1970,,,,,,,
CHL,1971,,,,,,,
CHL,1972,,,,,,,
CHL,1973,,,,,,,
CHL,1974,,,,,,,
CHL,1975,,,,,,,
CHL,1976,,,,,,,
CHL,1977,,,,,,,
CHL,1978,,,,,,,
CHL,1979,,,,,,,
CHL,1980,,,,,,,
CHL,1981,,,,,,,
CHL,1982,,,,,,,
CHL,1983,,,,,,,
CHL,1984,,,,,,,
CHL,1985,,,,,,,
CHL,1986,,,,,,,
CHL,1987,,,,,,,
CHL,1988,,,,,,,
CHL,1989,,,,,,,
CHL,1990,11065.10185,4405.914016,148684000000,59203042078,10643.18485,4170,143014000000
CHL,1991,11731.94418,4836.284282,160288000000,66075690480,11296.09768,4590,154333000000
CHL,1992,12833.40699,5492.869469,178186000000,76266169099,12460.73946,5260,173012000000
CHL,1993,13467.80804,5982.351655,189927000000,84364774168,13156.40108,5780,185535000000
CHL,1994,13933.84118,6426.142226,199480000000,91998297195,13479.8926,6140,192982000000
CHL,1995,14958.00345,7194.999039,217301000000,104524000000,14530.89491,6920,211096000000
CHL,1996,15751.50469,7895.436781,232083000000,116332000000,15384.95148,7640,226683000000
CHL,1997,16691.07622,8510.666985,249238000000,127085000000,16323.58516,8250,243751000000
CHL,1998,17164.34551,8850.491716,259659000000,133888000000,16905.20604,8650,255739000000
CHL,1999,16903.386,8838.759172,258948000000,135404000000,16556.80201,8590,253639000000
CHL,2000,17532.80365,9375.590083999999,271822000000,145356000000,17074.43047,9050,264716000000
CHL,2001,17877.98104,9775.553234999999,280396000000,153318000000,17447.0065,9450,273636000000
CHL,2002,18248.04074,10133.40411,289376000000,160695000000,17721.7502,9740,281030000000
CHL,2003,18910.99485,10708.82365,303044000000,171606000000,18151.62511,10170,290875000000
CHL,2004,19970.56273,11612.39969,323270000000,187974000000,18689.02002,10760,302525000000
CHL,2005,20927.51783,12550.4348,342139000000,205184000000,19431.94486,11560,317689000000
CHL,2006,21977.97906,15510.77007,362839000000,256070000000,19620.78708,13850,323923000000
CHL,2007,22888.71621,16697.51602,381591000000,278374000000,20612.20574,15060,343638000000
CHL,2008,23519.8856,16375.96485,396051000000,275755000000,21809.90198,15090,367257000000
