iso3,year,gdp_pc_ppp_c21intl,gdp_pc_ppp_cintl,gdp_ppp_c21intl,gdp_ppp_cintl,gni_pc_ppp_c21intl,gni_pc_ppp_cintl,gni_ppp_c21intl
ABW,1960,,,,,,,
ABW,1961,,,,,,,
ABW,1962,,,,,,,
ABW,1963,,,,,,,
ABW,1964,,,,,,,
ABW,1965,,,,,,,
ABW,1966,,,,,,,
ABW,1967,,,,,,,
ABW,1968,,,,,,,
ABW,1969,,,,,,,
ABW,1970,,,,,,,
ABW,1971,,,,,,,
ABW,1972,,,,,,,
ABW,1973,,,,,,,
ABW,1974,,,,,,,
ABW,1975,,,,,,,
ABW,1976,,,,,,,
ABW,1977,,,,,,,
ABW,1978,,,,,,,
ABW,1979,,,,,,,
ABW,1980,,,,,,,
ABW,1981,,,,,,,
ABW,1982,,,,,,,
ABW,1983,,,,,,,
ABW,1984,,,,,,,
ABW,1985,,,,,,,
ABW,1986,,,,,,,
ABW,1987,,,,,,,
ABW,1988,,,,,,,
ABW,1989,,,,,,,
ABW,1990,34579.22064,21732.85831,2169949833,1363802058,,21490,
ABW,1991,35552.08442,23099.94009,2342740155,1522193652,,22880,
ABW,1992,35947.37226,23889.04502,2480548423,1648463551,,23630,
ABW,1993,36124.30335,24575.66066,2661819292,1810857556,,24130,
ABW,1994,37118.27205,25791.04318,2880192320,2001255995,,25340,
ABW,1995,37009.64797,26254.7428,2953554956,2095259749,,25930,
ABW,1996,35997.85442,26004.49563,2988577872,2158919232,,25640,
ABW,1997,37070.01331,27240.80279,3199179219,2350908521,,26790,
ABW,1998,36889.4232,27412.75519,3262906371,2424685610,,27310,
ABW,1999,36842.95517,27765.65326,3303302517,2489440705,,27020,
ABW,2000,39244.82985,30245.70697,3555110647,2739898103,,29820,
ABW,2001,40505.533,31920.23907,3703785432,2918754740,,30960,
ABW,2002,39846.06276,31888.50874,3668786383,2936102553,,29680,
ABW,2003,39832.57908,32507.08431,3709528424,3027319748,,31660,
ABW,2004,41834.92758,35059.2731,3980091340,3335469124,,33900,
ABW,2005,40608.81969,35098.79767,3964842111,3426871110,,27980,
ABW,2006,40335.41769,35937.59465,4009542195,3572376597,,34400,
ABW,2007,41272.27939,37768.56601,4133418781,3782521886,,32340,
ABW,2008,41710.49704,38904.99925,4209298230,3926175809,,37310,
ABW,2009,36590.56011,34339.93916,3717747269,3489075178,,33150,
ABW,2010,35508.59457,33729.51191,3616124254,3434946034,,31800,
ABW,2011,36435.55533,35324.07206,3737960057,3623931877,,32030,
ABW,2012,35530.26004,34095.64717,3699055373,3549697827,,32580,
ABW,2013,37255.35345,35901.65331,3936959476,3793907214,,33740,
ABW,2014,36275.68096,35657.2872,3874496656,3808447874,,34340,
ABW,2015,35682.30025,35972.86644,3850334291,3881688127,,34460,
ABW,2016,36021.83084,36117.50821,3916545601,3926948315,,34480,
ABW,2017,38558.00456,37524.92848,4192604626,4080273098,,35450,
ABW,2018,39419.55535,39287.01952,4293104934,4278670722,,36710,
ABW,2019,38435.42691,39110.27619,4197263925,4270959491,,37340,
ABW,2020,28521.68885,28976.46355,3097084627,3146467247,,28180,
ABW,2021,35696.30937,35696.30937,3844492519,3844492519,34420.75415,34420,3707115222
ABW,2022,38877.67444,41649.45079,4171963244,4469402564,,40060,
ABW,2023,40516.80856,44967.34451,4349844051,4827649140,,41080,
ABW,2024,,,,,,,
AFG,1960,,,,,,,
AFG,1961,,,,,,,
AFG,1962,,,,,,,
AFG,1963,,,,,,,
AFG,1964,,,,,,,
AFG,1965,,,,,,,
AFG,1966,,,,,,,
AFG,1967,,,,,,,
AFG,1968,,,,,,,
AFG,1969,,,,,,,
AFG,1970,,,,,,,
AFG,1971,,,,,,,
AFG,1972,,,,,,,
AFG,1973,,,,,,,
AFG,1974,,,,,,,
AFG,1975,,,,,,,
AFG,1976,,,,,,,
AFG,1977,,,,,,,
AFG,1978,,,,,,,
AFG,1979,,,,,,,
AFG,1980,,,,,,,
AFG,1981,,,,,,,
AFG,1982,,,,,,,
AFG,1983,,,,,,,
AFG,1984,,,,,,,
AFG,1985,,,,,,,
AFG,1986,,,,,,,
AFG,1987,,,,,,,
AFG,1988,,,,,,,
AFG,1989,,,,,,,
AFG,1990,,,,,,,
AFG,1991,,,,,,,
AFG,1992,,,,,,,
AFG,1993,,,,,,,
AFG,1994,,,,,,,
AFG,1995,,,,,,,
AFG,1996,,,,,,,
AFG,1997,,,,,,,
AFG,1998,,,,,,,
AFG,1999,,,,,,,
AFG,2000,1617.826475,813.550256,32567375970,16377032684,,790,
AFG,2001,1454.110782,747.6880455,29495629513,15166333854,,750,
AFG,2002,1774.308743,926.507941,37931379899,19806995164,,940,
AFG,2003,1815.9282,966.962032,41281584746,21981995256,,980,
AFG,2004,1776.918207,971.6335031,41865355064,22892320780,,980,
AFG,2005,1908.114782,1076.087353,46566715049,26261445894,,1090,
AFG,2006,1929.723897,1121.834471,49061481754,28521625037,,1140,
AFG,2007,2155.353068,1286.949843,55844878996,33344679966,,1300,
AFG,2008,2191.504356,1333.747267,58036781460,35321124705,,1330,
AFG,2009,2565.022086,1570.698145,70451155677,43140953896,,1570,
AFG,2010,2848.586061,1765.538028,80569661677,49936634725,,1770,
AFG,2011,2757.052587,1744.060623,80913174278,51184181904,,1740,
AFG,2012,2985.319145,1988.429304,91231454558,60766467131,,1990,
AFG,2013,3046.579931,2133.241271,96341095376,67458857273,,2140,
AFG,2014,3017.942544,2224.490748,98965950295,72946664022,,2230,
AFG,2015,2967.692067,2284.075848,100402000000,77274315044,,2300,
AFG,2016,2958.785399,2213.181441,102672000000,76798750471,,2240,
AFG,2017,2952.998916,2335.795862,105389000000,83362066704,,2360,
AFG,2018,2902.392113,2432.276701,106643000000,89369237678,,2460,
AFG,2019,2927.245144,2583.485332,110814000000,97800733345,,2620,
AFG,2020,2769.685745,2561.981761,108209000000,100094000000,2790.543441,2580,109024000000
AFG,2021,2144.16657,2144.16657,85767546198,85767546198,2157.111817,2160,86285361407
AFG,2022,1981.710168,2122.995815,80415503801,86148711749,1987.654859,2130,80656732465
AFG,2023,1992.424394,2211.280635,82595477072,91668110209,2002.197223,2220,83000607352
AFG,2024,,,,,,,
AGO,1960,,,,,,,
AGO,1961,,,,,,,
AGO,1962,,,,,,,
AGO,1963,,,,,,,
AGO,1964,,,,,,,
AGO,1965,,,,,,,
AGO,1966,,,,,,,
AGO,1967,,,,,,,
AGO,1968,,,,,,,
AGO,1969,,,,,,,
AGO,1970,,,,,,,
AGO,1971,,,,,,,
AGO,1972,,,,,,,
AGO,1973,,,,,,,
AGO,1974,,,,,,,
AGO,1975,,,,,,,
AGO,1976,,,,,,,
AGO,1977,,,,,,,
AGO,1978,,,,,,,
AGO,1979,,,,,,,
AGO,1980,,,,,,,
AGO,1981,,,,,,,
AGO,1982,,,,,,,
AGO,1983,,,,,,,
AGO,1984,,,,,,,
AGO,1985,,,,,,,
AGO,1986,,,,,,,
AGO,1987,,,,,,,
AGO,1988,,,,,,,
AGO,1989,,,,,,,
AGO,1990,7391.752354,3340.598482,85939173895,38839000563,,3050,
AGO,1991,7218.441432,3372.596969,86791139889,40550517457,,3370,
AGO,1992,6578.068575,3143.44061,81724029491,39053200832,,1660,
AGO,1993,4843.155884,2369.241832,62123814348,30390584821,,1520,
AGO,1994,4751.471649,2374.020821,62955878002,31455215608,,1280,
AGO,1995,5284.703133,2695.805985,72399259721,36931943525,,2390,
AGO,1996,5800.962514,3013.332813,82205283158,42701857934,,2460,
AGO,1997,6015.186847,3178.494802,88185123455,46598046522,,2870,
AGO,1998,6090.095878,3254.244475,92322016744,49332296062,,2860,
AGO,1999,6021.229148,3262.975529,94336012047,51121804409,,2670,
AGO,2000,6002.98914,3326.779914,97217622733,53876764896,,2830,
AGO,2001,6049.163212,3427.853949,101307000000,57406983086,,2940,
AGO,2002,6645.477766,3824.284804,115151000000,66266055980,5993.971018,3420,103862000000
AGO,2003,6609.214889,3878.507955,118594000000,69594829726,6018.506796,3500,107994000000
AGO,2004,7074.025947,4262.906013,131580000000,79291855044,6324.86514,3810,117645000000
AGO,2005,7845.890153,4876.287684,151356000000,94069250792,6908.549584,4340,133274000000
AGO,2006,8435.455046999999,5404.38383,168838000000,108170000000,7264.645598,4770,145404000000
AGO,2007,9263.980702999999,6095.999267,192492000000,126666000000,8139.55062,5390,169128000000
AGO,2008,9916.909351,6651.377741,213994000000,143528000000,8302.727695,5620,179162000000
AGO,2009,9629.091947999999,6498.169282,215834000000,145655000000,8944.371016999999,5870,200486000000
AGO,2010,9672.839223999999,6607.022197,225327000000,153909000000,8816.276367,5970,205374000000
AGO,2011,9627.020597999999,6711.390257,233151000000,162539000000,8760.596933000001,6130,212167000000
AGO,2012,10051.33991,7354.942966,253067000000,185178000000,9237.108587999999,6760,232566000000
AGO,2013,10150.9161,7561.039205,265605000000,197839000000,9459.146497,7010,247504000000
AGO,2014,10250.5924,7990.274457,278414000000,217022000000,9722.268964999999,7500,264064000000
AGO,2015,9980.929882,7119.726443,281041000000,200476000000,9641.146869,6760,271473000000
AGO,2016,9381.809726,6843.735897,273790000000,199721000000,9039.61779,6490,263804000000
AGO,2017,9042.117129,6992.728834,273387000000,211424000000,8608.569036000001,6560,260279000000
AGO,2018,8620.214663999999,7347.799936,269788000000,229965000000,8025.632482,6780,251179000000
AGO,2019,8274.542562000001,7528.382418,267894000000,243736000000,7481.139421,6850,242207000000
AGO,2020,7556.967928,6450.749946,252789000000,215785000000,6974.404299,5870,233302000000
AGO,2021,7408.126591,7408.126591,255821000000,255821000000,6800.613307,6800,234842000000
AGO,2022,7397.486427,7924.888806,263610000000,282404000000,6827.701542,7310,243305000000
AGO,2023,7244.893053,8040.70245,266249000000,295495000000,6628.082074,7280,243581000000
AGO,2024,,,,,,,
ALB,1960,,,,,,,
ALB,1961,,,,,,,
ALB,1962,,,,,,,
ALB,1963,,,,,,,
ALB,1964,,,,,,,
ALB,1965,,,,,,,
ALB,1966,,,,,,,
ALB,1967,,,,,,,
ALB,1968,,,,,,,
ALB,1969,,,,,,,
ALB,1970,,,,,,,
ALB,1971,,,,,,,
ALB,1972,,,,,,,
ALB,1973,,,,,,,
ALB,1974,,,,,,,
ALB,1975,,,,,,,
ALB,1976,,,,,,,
ALB,1977,,,,,,,
ALB,1978,,,,,,,
ALB,1979,,,,,,,
ALB,1980,,,,,,,
ALB,1981,,,,,,,
ALB,1982,,,,,,,
ALB,1983,,,,,,,
ALB,1984,,,,,,,
ALB,1985,,,,,,,
ALB,1986,,,,,,,
ALB,1987,,,,,,,
ALB,1988,,,,,,,
ALB,1989,,,,,,,
ALB,1990,5332.580428,2549.241609,17525749544,8378189615,,2550,
ALB,1991,3862.557535,1908.941778,12618164330,6236111911,,1880,
ALB,1992,3606.757684,1823.142191,11711282864,5919813798,,1740,
ALB,1993,3975.727169,2057.283917,12830812607,6639445640,,2110,
ALB,1994,4332.34042,2289.68463,13896137861,7344245879,,2300,
ALB,1995,4939.929326,2665.541729,15747427666,8497171275,,2710,
ALB,1996,5423.0633,2979.809006,17180443495,9440133264,,3050,
ALB,1997,4861.174019,2717.129042,15304341800,8554285737,4964.112916,2780,15628422375
ALB,1998,5323.786888,3021.035865,16655626991,9451401335,5468.050601,3110,17106960348
ALB,1999,6048.251487,3471.65041,18802671162,10792590418,6177.989777,3550,19205998705
ALB,2000,6509.734433,3861.295877,20108745426,11927647218,6696.445292,3980,20685500311
ALB,2001,7116.076951,4300.829136,21776426551,13161281200,7336.979222,4440,22452425716
ALB,2002,7461.240508,4661.386482,22764319402,14221936770,7640.828798,4780,23312245071
ALB,2003,7903.260179,5000.329386,24022876093,15199081207,8105.655242,5130,24638079365
ALB,2004,8374.023372,5427.880858,25347657933,16429864256,8563.940547,5560,25922525635
ALB,2005,8882.149266,5865.32162,26748477047,17663339809,9051.220123999999,5980,27257631737
ALB,2006,9465.966096,6566.515407,28327348444,19650605982,9731.892567000001,6760,29123145906
ALB,2007,10108.44289,7285.034771,30022247216,21636677115,10377.74169,7490,30822069235
ALB,2008,10950.28497,8228.34259,32273928196,24251509314,10999.30779,8270,32418413825
ALB,2009,11394.11534,8812.728662,33356489132,25799430599,11209.80432,8670,32816915125
ALB,2010,11875.29838,9627.113530000001,34592993554,28043983883,11750.7599,9530,34230210367
ALB,2011,12210.37684,10207.72597,35473525737,29655434461,12207.39257,10210,35464855851
ALB,2012,12403.89578,10526.24222,35976271727,30530323464,12306.33763,10450,35693313963
ALB,2013,12551.15909,10570.98865,36336760280,30603984673,12755.38738,10750,36928019970
ALB,2014,12800.34831,11259.23966,36981537506,32529114333,12908.48519,11360,37293956203
ALB,2015,13122.51094,11662.03626,37802056632,33594862841,13266.92317,11800,38218065384
ALB,2016,13579.2128,12078.85901,39055187508,34740018470,13783.992,12280,39644153188
ALB,2017,14108.54576,12771.03444,40540299568,36697018307,14134.61366,12800,40615204557
ALB,2018,14711.87113,13696.78856,42169754322,39260146011,14687.39265,13680,42099589783
ALB,2019,15079.41619,14792.25722,43039533986,42219927440,14882.47696,14600,42477431791
ALB,2020,14663.68577,14511.98386,41613325999,41182818892,14424.14795,14270,40933553830
ALB,2021,16127.75326,16127.75326,45345855492,45345855492,15903.106,15900,44714222425
ALB,2022,17112.98803,19446.23666,47534558601,54015597670,16811.13595,19110,46696107405
ALB,2023,17992.10481,21263.19566,49405816040,58388139910,17753.64837,20990,48751021315
ALB,2024,,,,,,,
AND,1960,,,,,,,
AND,1961,,,,,,,
AND,1962,,,,,,,
AND,1963,,,,,,,
AND,1964,,,,,,,
AND,1965,,,,,,,
AND,1966,,,,,,,
AND,1967,,,,,,,
AND,1968,,,,,,,
AND,1969,,,,,,,
AND,1970,,,,,,,
AND,1971,,,,,,,
AND,1972,,,,,,,
AND,1973,,,,,,,
AND,1974,,,,,,,
AND,1975,,,,,,,
AND,1976,,,,,,,
AND,1977,,,,,,,
AND,1978,,,,,,,
AND,1979,,,,,,,
AND,1980,,,,,,,
AND,1981,,,,,,,
AND,1982,,,,,,,
AND,1983,,,,,,,
AND,1984,,,,,,,
AND,1985,,,,,,,
AND,1986,,,,,,,
AND,1987,,,,,,,
AND,1988,,,,,,,
AND,1989,,,,,,,
AND,1990,50036.30078,24908.87094,2631759312,1310131885,,,
AND,1991,47624.96686,24510.24608,2698763997,1388922115,,,
AND,1992,45246.53307,23816.84047,2723841291,1433773796,,,
AND,1993,42605.65958,22958.32578,2695745293,1452619189,,,
AND,1994,42716.36564,23509.45998,2759989816,1518993228,,,
AND,1995,44375.02472,24934.38277,2836096580,1593606272,,,
AND,1996,46386.0912,26541.58145,2967967659,1698236547,,,
AND,1997,50032.35291,29121.60371,3237093233,1884167760,,,
AND,1998,51092.22224,30072.72727,3340511674,1966215055,,,
AND,1999,52921.04526,31589.95824,3477441884,2075776156,,,
AND,2000,54809.14417,33458.11816,3600138635,2197696492,,,
AND,2001,59109.01368,36895.44024,3892446769,2429638531,,,
AND,2002,61188.63709,38787.05225,4069411498,2579571697,,,
AND,2003,63656.19583,41147.8807,4423214424,2859201638,,,
AND,2004,64353.48581,42717.23777,4783072833,3174958698,,,
AND,2005,65114.80537,44577.81933,5041253346,3451259351,,,
AND,2006,66390.29373,46852.65839,5283671526,3728768818,,,
AND,2007,65534.11686,47501.43093,5365736886,3889274660,,,
AND,2008,60691.60515,44838.995,5067445572,3743831887,,,
AND,2009,57203.97089,42522.99456,4798726710,3567168968,,,
AND,2010,58285.05778,43853.17124,4703953873,3539214038,,,
AND,2011,60470.46624,46436.11586,4703574275,3611940400,,,
AND,2012,58172.13239,45503.04448,4469597620,3496180920,,,
AND,2013,57332.15856,45609.23072,4311034331,3429540495,,,
AND,2014,59929.24447,48505.60174,4419002699,3576657555,,,
AND,2015,62105.15424,50733.239,4482377402,3661620792,,,
AND,2016,64402.80924,53110.14263,4648659174,3833543205,,,
AND,2017,63239.65777,53084.86396,4664746876,3915698821,,,
AND,2018,63048.59856,55244.65541,4738858765,4152298790,,,
AND,2019,63215.89979,57475.06928,4834372721,4395348448,,63070,
AND,2020,55488.4903,52095.8414,4293699379,4031176208,,58900,
AND,2021,59332.20291,59332.20291,4649508749,4649508749,63828.50515,63830,5001856977
AND,2022,63913.38351,68470.07595,5094216232,5457407403,,75250,
AND,2023,64631.29639,71730.66868,5225828101,5799854947,,,
AND,2024,,,,,,,
ARE,1960,,,,,,,
ARE,1961,,,,,,,
ARE,1962,,,,,,,
ARE,1963,,,,,,,
ARE,1964,,,,,,,
ARE,1965,,,,,,,
ARE,1966,,,,,,,
ARE,1967,,,,,,,
ARE,1968,,,,,,,
ARE,1969,,,,,,,
ARE,1970,,,,,,,
ARE,1971,,,,,,,
ARE,1972,,,,,,,
ARE,1973,,,,,,,
ARE,1974,,,,,,,
ARE,1975,,,,,,,
ARE,1976,,,,,,,
ARE,1977,,,,,,,
ARE,1978,,,,,,,
ARE,1979,,,,,,,
ARE,1980,,,,,,,
ARE,1981,,,,,,,
ARE,1982,,,,,,,
ARE,1983,,,,,,,
ARE,1984,,,,,,,
ARE,1985,,,,,,,
ARE,1986,,,,,,,
ARE,1987,,,,,,,
ARE,1988,,,,,,,
ARE,1989,,,,,,,
ARE,1990,108057.0425,86949.00941,205116000000,165048000000,,92650,
ARE,1991,103098.5371,85764.62678999999,206880000000,172098000000,,88290,
ARE,1992,101100.4875,86019.08202,213800000000,181907000000,,88090,
ARE,1993,97429.16392000001,84860.30938999999,216497000000,188567000000,,86300,
ARE,1994,99402.02194000001,88427.2849,231427000000,205875000000,,89500,
ARE,1995,101412.0821,92106.95544999999,246904000000,224249000000,,94740,
ARE,1996,100563.6983,93008.57037,261221000000,241596000000,,94660,
ARE,1997,100310.4462,94374.18988000001,282616000000,265891000000,,97430,
ARE,1998,93224.21996,88693.03068,283441000000,269664000000,,93670,
ARE,1999,89303.77591,86165.45271,291667000000,281417000000,,86100,
ARE,2000,92547.22904000001,91317.62837000001,323321000000,319025000000,,95770,
ARE,2001,88045.19752,88831.57661,327844000000,330772000000,92247.06465,93190,343490000000
ARE,2002,84871.60275999999,86960.31675,335822000000,344087000000,85561.18905,87690,338551000000
ARE,2003,87150.88338,91058.66907,365376000000,381760000000,87104.21037,91020,365181000000
ARE,2004,90388.98377000001,96981.59079,400330000000,429528000000,90797.21575,97450,402138000000
ARE,2005,89986.13112000001,99576.61687,419766000000,464504000000,91447.4224,101170,426583000000
ARE,2006,92044.51261000001,104995.3979,461060000000,525932000000,94160.18051000001,107240,471658000000
ARE,2007,84581.86581,99096.70544999999,475742000000,557383000000,87589.24275999999,102310,492658000000
ARE,2008,77891.9886,93017.09065,490927000000,586255000000,78986.45409,94140,497825000000
ARE,2009,69357.99743,83336.81974000001,465188000000,558945000000,70080.72766999999,84200,470036000000
ARE,2010,68799.93085999999,83670.90938,472644000000,574806000000,68773.06584,83650,472460000000
ARE,2011,70662.51595,87709.04441,502025000000,623132000000,70683.94484,87740,502177000000
ARE,2012,69158.82664,87339.68766,511184000000,645567000000,69211.51039,87410,511573000000
ARE,2013,69806.95598,85514.80243,537027000000,657868000000,69889.32270999999,85610,537661000000
ARE,2014,69409.03704,85248.15472999999,559398000000,687052000000,69523.50611,85380,560321000000
ARE,2015,70234.73175000001,71720.30845,597363000000,609998000000,70538.53685999999,72060,599947000000
ARE,2016,70573.99271000001,67702.14739,630585000000,604925000000,70931.91981000001,68090,633783000000
ARE,2017,68871.84957999999,68043.23121,635221000000,627578000000,69331.67922000001,68530,639462000000
ARE,2018,68854.9699,75071.18005,643567000000,701668000000,69073.80369,75320,645612000000
ARE,2019,68887.84540999999,76884.9469,650700000000,726239000000,69212.10734,77260,653763000000
ARE,2020,65784.67694,65352.83442,618444000000,614384000000,65472.20311,65000,615507000000
ARE,2021,67401.1213,67401.1213,645376000000,645376000000,67281.76814,67280,644233000000
ARE,2022,68867.82593000001,73777.74439000001,693842000000,743309000000,68868.33383,73790,693847000000
ARE,2023,68577.54057,76110.38485,718950000000,797922000000,69134.16611000001,76680,724785000000
ARE,2024,,,,,,,
ARG,1960,,,,,,,
ARG,1961,,,,,,,
ARG,1962,,,,,,,
ARG,1963,,,,,,,
ARG,1964,,,,,,,
ARG,1965,,,,,,,
ARG,1966,,,,,,,
ARG,1967,,,,,,,
ARG,1968,,,,,,,
ARG,1969,,,,,,,
ARG,1970,,,,,,,
ARG,1971,,,,,,,
ARG,1972,,,,,,,
ARG,1973,,,,,,,
ARG,1974,,,,,,,
ARG,1975,,,,,,,
ARG,1976,,,,,,,
ARG,1977,,,,,,,
ARG,1978,,,,,,,
ARG,1979,,,,,,,
ARG,1980,,,,,,,
ARG,1981,,,,,,,
ARG,1982,,,,,,,
ARG,1983,,,,,,,
ARG,1984,,,,,,,
ARG,1985,,,,,,,
ARG,1986,,,,,,,
ARG,1987,,,,,,,
ARG,1988,,,,,,,
ARG,1989,,,,,,,
ARG,1990,17007.28443,7158.308491,557089000000,234477000000,16339.79592,6840,535225000000
ARG,1991,18295.6092,7960.97844,607968000000,264546000000,17782.89485,7710,590931000000
ARG,1992,19476.28406,8667.852804,656225000000,292051000000,19142.1877,8510,644968000000
ARG,1993,20791.34515,9472.445099,710081000000,323510000000,20563.74564,9350,702308000000
ARG,1994,21711.84279,10103.02974,751523000000,349701000000,21438.49016,9960,742061000000
ARG,1995,20819.49995,9890.924709000001,730140000000,346875000000,20482.68525,9710,718328000000
ARG,1996,21695.59495,10495.83925,770493000000,372747000000,21297.26661,10280,756347000000
ARG,1997,23172.15834,11403.48079,832988000000,409930000000,22723.99461,11160,816877000000
ARG,1998,23783.10172,11835.67699,865059000000,430497000000,23243.55955,11540,845435000000
ARG,1999,22714.51113,11463.85331,835773000000,421809000000,22168.36533,11160,815678000000
ARG,2000,22281.38143,11499.9828,829179000000,427960000000,21736.32772,11190,808895000000
ARG,2001,21066.45813,11117.75492,792622000000,418304000000,20507.06434,10800,771575000000
ARG,2002,18571.70205,9953.464929,706270000000,378524000000,17609.891,9450,669693000000
ARG,2003,20005.13851,10933.39255,768683000000,420108000000,19206.85196,10490,738009000000
ARG,2004,21591.4494,12117.67974,838092000000,470359000000,19216.3834,10770,745902000000
ARG,2005,23262.40758,13464.81285,912277000000,528047000000,20669.16211,11930,810578000000
ARG,2006,24877.24939,14843.57787,985689000000,588134000000,24089.19236,14350,954465000000
ARG,2007,26850.66459,16455.11298,1074480000000,658480000000,26175.2047,16020,1047450000000
ARG,2008,27658.48534,17276.75709,1118070000000,698398000000,26990.03359,16850,1091050000000
ARG,2009,25747.19768,16182.07535,1051900000000,661116000000,24972.1088,15680,1020230000000
ARG,2010,28056.25702,17847.61104,1158410000000,736905000000,27102.26708,17240,1119020000000
ARG,2011,29425.75939,19104.99094,1227960000000,797264000000,28569.19479,18560,1192210000000
ARG,2012,28825.96669,19430.41781,1215350000000,819220000000,28138.35728,18970,1186360000000
ARG,2013,29227.66018,19928.98949,1244590000000,848625000000,28601.91874,19500,1217940000000
ARG,2014,28200.81526,19487.41817,1213310000000,838428000000,27630.90541,19090,1188790000000
ARG,2015,28669.20613,19899.14993,1246450000000,865156000000,28143.27445,19530,1223590000000
ARG,2016,27802.10572,20105.76136,1220520000000,882649000000,27192.21763,19660,1193750000000
ARG,2017,28334.90418,23385.07409,1254920000000,1035700000000,27597.52261,22790,1222260000000
ARG,2018,27367.11509,24410.39191,1222080000000,1090040000000,26361.91065,23540,1177190000000
ARG,2019,26629.55294,23516.8262,1197620000000,1057630000000,25571.26688,22590,1150030000000
ARG,2020,23877.09314,22393.34796,1079050000000,1012000000000,23236.98224,21790,1050120000000
ARG,2021,26300.27426,26300.27426,1191730000000,1191730000000,25772.61839,25770,1167820000000
ARG,2022,27627.96348,29597.69384,1254530000000,1343970000000,27115.53257,29050,1231260000000
ARG,2023,27104.98,30082.30452,1234320000000,1369900000000,26538.60966,29460,1208530000000
ARG,2024,,,,,,,
ARM,1960,,,,,,,
ARM,1961,,,,,,,
ARM,1962,,,,,,,
ARM,1963,,,,,,,
ARM,1964,,,,,,,
ARM,1965,,,,,,,
ARM,1966,,,,,,,
ARM,1967,,,,,,,
ARM,1968,,,,,,,
ARM,1969,,,,,,,
ARM,1970,,,,,,,
ARM,1971,,,,,,,
ARM,1972,,,,,,,
ARM,1973,,,,,,,
ARM,1974,,,,,,,
ARM,1975,,,,,,,
ARM,1976,,,,,,,
ARM,1977,,,,,,,
ARM,1978,,,,,,,
ARM,1979,,,,,,,
ARM,1980,,,,,,,
ARM,1981,,,,,,,
ARM,1982,,,,,,,
ARM,1983,,,,,,,
ARM,1984,,,,,,,
ARM,1985,,,,,,,
ARM,1986,,,,,,,
ARM,1987,,,,,,,
ARM,1988,,,,,,,
ARM,1989,,,,,,,
ARM,1990,6137.600458,2760.2495,21801542439,9804759536,,2660,
ARM,1991,5326.752856,2476.603092,19250762305,8950386613,,2470,
ARM,1992,3136.724283,1491.612672,11203943133,5327833129,,1250,
ARM,1993,2958.880372,1440.393678,10217996272,4974157580,,1440,
ARM,1994,3200.896495,1591.478835,10769768355,5354705603,3187.408586,1590,10724386801
ARM,1995,3480.755937,1766.910148,11512882201,5844198433,3574.924059,1810,11824350894
ARM,1996,3717.335765,1921.549989,12188158880,6300253203,3823.172219,1980,12535168565
ARM,1997,3879.17938,2039.788323,12592937351,6621742394,4118.386478,2160,13369472721
ARM,1998,4211.512768,2239.427583,13512221776,7184981697,4344.02847,2310,13937385288
ARM,1999,4406.967067,2376.519169,13958125094,7527115894,4540.44182,2450,14380877809
ARM,2000,4589.00825,2530.743947,14781654475,8151779326,4724.42162,2610,15217834480
ARM,2001,5044.116478,2844.362664,16200693305,9135524003,5186.805718,2930,16658982605
ARM,2002,5731.353466,3282.117063,18339184821,10502118179,5922.883021,3400,18952041092
ARM,2003,6569.260234,3836.225568,20906670696,12208787869,6786.654856,3960,21598529079
ARM,2004,7299.400019,4377.227597,23101871119,13853487621,7597.519833,4560,24045390519
ARM,2005,8362.90084,5172.218921,26313031204,16273869613,8709.757766999999,5390,27404381838
ARM,2006,9525.231468,6072.759245,29786351323,18990125434,9969.058199999999,6360,31174241896
ARM,2007,10898.84838,7136.754055,33867081455,22176749551,11490.95058,7520,35706979840
ARM,2008,11727.48213,7827.316667,36203910075,24163709284,12433.068,8290,38382124211
ARM,2009,10143.23508,6811.69248,31099158754,20884649143,10537.99912,7090,32309505295
ARM,2010,10438.56419,7095.21268,31783340247,21603503567,10926.77599,7450,33269847546
ARM,2011,10990.1771,7624.267726,33277157238,23085520248,11353.90584,7890,34378491488
ARM,2012,11796.27412,8942.635378999999,35673112560,27043423650,12255.99076,9300,37063341647
ARM,2013,12194.01895,9454.878527999999,36850325274,28572642913,12913.98648,10040,39026067130
ARM,2014,12667.37573,9736.234974999999,38176936984,29343064967,13206.86031,10170,39802835615
ARM,2015,13112.76009,9756.840848,39398598967,29315404013,13602.59546,10150,40870358328
ARM,2016,13192.99407,10570.27204,39477396165,31629425029,13470.47178,10820,40307692699
ARM,2017,14243.8749,12066.00431,42438200878,35949453239,14707.29032,12490,43818900788
ARM,2018,15037.04524,12877.49375,44644987324,38233278957,15256.57364,13080,45296767131
ARM,2019,16215.3608,14975.75395,48038006360,44365671088,16413.86612,15180,48626078368
ARM,2020,15052.93598,14706.3173,44579269902,43552758697,14809.21317,14470,43857484811
ARM,2021,15921.70528,15921.70528,47164867557,47164867557,15464.00867,15460,45809032885
ARM,2022,17886.17839,19161.37005,53107640869,56893939957,17404.30661,18650,51676867175
ARM,2023,19230.18993,21342.51453,57515575061,63833326718,18705.61354,20770,55946619525
ARM,2024,,,,,,,
ASM,1960,,,,,,,
ASM,1961,,,,,,,
ASM,1962,,,,,,,
ASM,1963,,,,,,,
ASM,1964,,,,,,,
ASM,1965,,,,,,,
