iso3,year,commbank_lend,debtserv_exp_pct,ppg_debtserv,extdebt_lt,extdebt_png,extdebt_ppg,ifc_png,nfl_ibrd,nfl_ida,nfl_imf_conc,nfl_imf_nonconc,nfl_rdb_nonconc,nfl_multilat,nfl_other,nfl_png,ppg_offcr,ppg_debtserv_exp_pct,std_exp_pct,std_extdebt_pct,std_res_pct,totdebtserv_exp_pct
KAZ,2021,,1.943686352,1436278679,147251000000,118929000000,28321961923,-564635,-151709000,,,,38992470.4,664160000,-5559516.4,-6368786000,905671822.4,1.942199201,16.30518757,7.4734,35.07439182,42.1121949
KAZ,2022,,3.158046642,3047239580,142653000000,115844000000,26809239771,90502643,109182000,,,0,70962951.59999999,179329000,-277153.4,-701228000,161959575.7,3.131723706,16.84035519,10.1792,46.71578923,44.71519126
KAZ,2023,,3.469881728,3214475945,141946000000,116715000000,25230928888,91562078.52,-206784000,,,,-51889964.1,-309878000,434863.8,6522518000,-282194011.9,3.39162653,20.31893765,11.8033,53.5461221,47.05833053
KAZ,2024,,,,,,,,,,,,,,,,,,,,,
KEN,1960,,,,,,,,,,,,,,,,,,,,,
KEN,1961,,,,,,,,,,,,,,,,,,,,,
KEN,1962,,,,,,,,,,,,,,,,,,,,,
KEN,1963,,,,,,,,,,,,,,,,,,,,,
KEN,1964,,,,,,,,,,,,,,,,,,,,,
KEN,1965,,,,,,,,,,,,,,,,,,,,,
KEN,1966,,,,,,,,,,,,,,,,,,,,,
KEN,1967,,,,,,,,,,,,,,,,,,,,,
KEN,1968,,,,,,,,,,,,,,,,,,,,,
KEN,1969,,,,,,,,,,,,,,,,,,,,,
KEN,1970,29497000,,30088546.9,408499124.6,87500000,320999124.6,0,1838000,6628000,,-3930000,444000,8910000,,29700000,29863953.4,,,14.4571,31.40535869,
KEN,1971,3099000,,30037484.5,425894895.5,81300000,344594895.5,0,6470000,3066000,,,752275,10288000,,-6200000,36742323.9,,,14.4608,42.11847502,
KEN,1972,38211000,,26521417.2,497149438.1,106700000,390449438.1,0,20649000,5891000,,,716165.8,27308000,,25400000,49137120.8,,,14.4558,41.5911285,
KEN,1973,108273000,,33110768.9,722712118.3,206200000,516512118.3,0,17184000,14675000,,,1166798.8,33109000,,99500000,77620117.8,,,14.4432,52.35221968,
KEN,1974,146957000,,37394830.4,947446039,351600000,595846039,0,12473000,11129000,,53362689.8,1242452.7,24711000,,145400000,67846066.90000001,,,14.4011,85.88447929,
KEN,1975,35451000,5.699590421,43056265.7,1022968292,392300000,630668292.3,0,43713000,6617000,,44331075,419007.8,50749000,,40700000,86464320,4.258188326,18.49396839,14.4936,107.839478,14.93668479
KEN,1976,69845000,5.859728517,54710899.8,1178524398,414900000,763624398.1,0,63551000,13408000,,19026901.6,101560.8,81518000,,22600000,134513451.4,4.786929119,18.89980953,14.465,78.4003017,14.81046504
KEN,1977,-28792000,6.731003492,63627416.4,1291767562,270500000,1021267562,0,32244000,17415000,,-37647288.3,1826087.4,65473000,12273802.3,-144400000,124330078.1,3.991935889,19.00999039,18.2652,57.62813079,20.45207576
KEN,1978,311706000,8.740026531,131871884.6,1676686532,433300000,1243386532,0,38582000,15929000,,23844300.8,3588104.7,76100000,18197779.8,162800000,151806849.5,8.543192916000001,26.1079665,18.5395,109.2643413,13.97457664
KEN,1979,205361000,10.8600114,137243055.9,2103960801,437600000,1666360801,0,33357000,21030000,,90707253.7,5514480.2,75401000,15036458.3,4300000,190484996.6,8.423105695,26.3292909,15.7662,64.16916019,18.37214475
KEN,1980,221873000,12.05830047,231759747.7,2492524899,437000000,2055524899,0,34561000,71077000,,84993876.5,6222877.9,140655000,28615865.1,-600000,202343802.4,11.24354876,31.06739756,18.9081,118.8728499,21.02850426
KEN,1981,-31591000,16.31871131,272034138.7,2499315203,365500000,2133815203,0,49762000,14105000,,27113549.2,231246.7,82833000,19128610.3,-71500000,203191096.6,15.12461388,26.14515597,14.5671,178.9199085,26.96577043
KEN,1982,-39600000,21.46390785,307788101.7,2634776060,384800000,2249976060,0,72198000,84629000,,147119517.3,6572570.3,178723000,13961620.7,19300000,279359863.7,18.88311901,20.83321253,10.0829,136.8682117,30.4825102
KEN,1983,58738000,24.0420609,291422436.6,2755635038,497200000,2258435038,0,82779000,18897000,,91363096,2570176.4,121270000,14668446.3,112400000,190710197.9,19.11161012,26.78384464,11.2563,100.4881465,33.77419743
KEN,1984,-123545000,24.31545751,305554408.9,2715669368,428300000,2287369368,0,107947000,34498000,,-16910078.9,1285685.3,153451000,6978515.5,-68900000,312559203.2,18.37236382,22.60993623,10.7085,90.74343195,34.79576125
KEN,1985,8252000,28.76926741,344752149.2,3189555672,519000000,2670555672,0,43899000,33497000,,46185348.9,-643245.2,87008000,5020944.3,83000000,135154031.4,21.45836188,29.25416041,11.2403,112.7843332,38.66588313
KEN,1986,29526000,27.0590016,358486383,3771769966,462000000,3309769966,0,8144000,27996000,,-116320106.6,-850896.5,57477000,12844905.5,-52300000,193972742.9,18.84503156,19.5562833,8.081,83.69423371000001,35.60661255
KEN,1987,153635000,32.82422644,417878291.2,4790678003,593000000,4197678003,0,-20967000,71083000,,-121833372.4,23579469.4,76616000,-3722046,37400000,227696122.3,24.03514702,34.03207832,10.2302,200.9793272,39.7669429
KEN,1988,164808000,30.7506223,452459339.5,4820166825,648000000,4172166825,0,-51881000,132734000,,74685557.7,11481089.8,103653000,9084022.300000001,131000000,238233192.4,23.91684382,28.22874202,9.1921,180.1399254,38.99144225
KEN,1989,161272000,30.54048625,428102745,4863823254,670000000,4193823254,0,-58334000,223611000,,-28620369.2,56649768.4,267024000,17838276.8,-14000000,384316277.2,22.12846596,31.52953061,10.3575,192.6502232,36.63986079
KEN,1990,64936000,28.58134191,507290736.9,5638759229,880000000,4758759229,0,-91647000,230340000,,30904016.2,-4435418.2,170616000,27879216.7,17692000,223273299,22.71464919,41.83388559,13.2425,395.6901494,35.41242836
KEN,1991,273726000,26.2800117,521822689,6252651563,987000000,5265651563,0,-96164000,172888000,,8155174.6,6820840.9,102317000,8582436.699999999,20000000,273969794.8,23.65772325,32.07913954,9.4931,487.5177834,32.6135499
KEN,1992,19533000,23.50007163,412636565.5,5728098757,579000000,5149098757,0,-97122000,84998000,,-82764437.2,-5440061.7,-1592000,2462366.7,0,153778209.2,19.17086332,36.08637889,11.2598,976.4122873,31.13893258
KEN,1993,-39804000,12.82715786,409351273.6,5845781902,600000000,5245781902,0,-100213000,218759000,,-30363158.4,-8437003.6,98245000,-18695137.2,15000000,150302621.5,11.05048113,24.36706447,12.6927,206.67606,17.05945062
KEN,1994,-281562000,16.97758693,711820874.9,6042564035,530000000,5512564035,0,-106442000,88929000,,18490791.5,-1142785.9,-3509000,1547407.6,-70000000,-7731430.8,16.60954768,15.79956178,9.504,115.1266205,20.56400533
KEN,1995,-163407000,20.72662723,700829528,6301907963,445000000,5856907963,0,-100208000,149634000,,-39140175.4,7153774.6,68831000,-28297,-85000000,274203283.4,19.57663968,17.69594776,8.6671,164.8616117,25.26395362
KEN,1996,-194622000,18.86715247,643286912.2,5948786123,375000000,5573786123,0,-88496000,145485000,,-24596142,-7526053.5,61788000,-11711406.3,-70000000,59047341.9,17.19372549,14.10465616,7.7448,68.01055694,22.38962594
KEN,1997,-121592000,12.93810552,477234513.2,5418209965,325000000,5093209965,0,-73811000,72283000,,-67308691.09999999,-6352031.5,14097000,-19738141,-50000000,-68791954.90000001,11.30821825,18.87062867,12.3183,98.18689083,15.5626688
KEN,1998,-29533000,12.39552759,489407104.6,5792444778,280000000,5512444778,0,-65868000,108214000,,-62510809.3,-16298968.4,19381000,-13471407.3,-45000000,-56211013.5,10.96910789,18.69825724,12.2268,106.5393005,14.85260346
KEN,1999,-63052000,13.04278112,509883497.8,5563426139,220000000,5343426139,0,-58481000,55083000,,-59800176.6,-22661634.8,-36469000,-13693529.1,-61000000,-130988335.5,11.61661641,17.75310057,11.9423,98.43860067,15.8253914
KEN,2000,-77508000,17.30217456,442873123.8,5215546163,175000000,5040546163,0,-40409000,141528000,,1895410.2,-15205489.6,83772000,-3741390,-45000000,3875112.6,15.70152881,26.82871086,12.3101,84.28023167000001,21.01968126
KEN,2001,-143962000,12.43229044,354841555.8,4820370426,109169000,4711201426,-15526500,-22462000,80906000,,-23660424.1,-15120834.4,33076000,-17337181.1,-65831000,556206.2,11.60541367,17.32040597,9.637,49.72643608,15.87707243
KEN,2002,-52057000,13.66154589,424535775.5,5299364368,48824000,5250540368,-6453000,-11848000,23642000,,-18168285.9,-8136884.7,-9819000,-12445521.5,-60345000,46456393.8,13.05842073,20.25094752,10.8002,61.63687159,16.35184602
KEN,2003,110906000,14.4781447,510401641.9,5855985074,23674000,5832311074,-3099000,-7712000,74309000,,15343437.2,-8651300.6,46845000,-8381046.2,-25150000,-59508693.9,13.90940511,18.85326096,10.3024,46.67748524,15.8395942
KEN,2004,-64188000,7.38752998,303852672.9,6094346381,10000000,6084346381,-5018400,-4764000,26697000,,-14090974.9,-1948846.3,58368000,21759621.7,-13674000,58799962.6,7.021430313,15.30169366,9.5738,43.57779082,8.282711143
KEN,2005,-55502000,9.462879659,502667743.8,5799177838,0,5799177838,3860291.27,-1062000,-20079000,,66502460.1,-5733556.6,-262729000,-254536757,-10000000,-201220830.4,9.282005594999999,9.051501591999999,7.5401,27.24629396,9.987299541000001
KEN,2006,-64658000,6.757149346,391883766.2,5920848848,,5920848848,2424127.39,-4000,-18430000,,-13556077.3,-8364951.7,-144041000,-124830541.6,,-107869303.8,6.482562565,9.758037579,8.778600000000001,24.41534957,7.136409026
KEN,2007,-11553000,5.926251963,414815731.3,6282124709,,6282124709,-25214892.61,,92815000,,104529359.5,-10958253.9,912000,-105713548.4,,16196640,5.742656102,13.39009186,12.7657,28.82565627,6.331932803
KEN,2008,-8601000,4.638784973,380337609.6,6432616496,,6432616496,39242.32,,103579000,,-10622677.2,-3568039.5,150496000,21597707,,71716711.2,4.492120996,11.22557474,12.3566,33.01353927,4.886813405
KEN,2009,5125000,4.832743007,344869057.5,6767532211,,6767532211,-10241542.9,,82869000,,191236978.5,-4955996.2,183114000,51246674.4,,275350454.9,4.557554691,12.6940716,11.1878,24.95277609,5.142972626
KEN,2010,2503000,4.132522455,350347030.2,7027126295,,7027126295,5795309.85,,132427000,,-25513591.8,-2404869.7,223298000,9601081.6,,269927437.4,3.83845435,11.40928129,11.7201,24.10073592,4.406196107
KEN,2011,5296000,4.011064622,386713866.2,7650035168,,7650035168,127454443,,165114000,,293020378.9,-1885051.1,311956000,26150148,,608670434.2,3.775856205,12.62016252,12.871,30.30437791,4.316900938
KEN,2012,670998000,4.366962255,475629146.6,8962499572,,8962499572,117635667.6,,192884000,,191604862.2,,440752000,60338602.9,,714055260.4,4.117316314,13.64884142,13.3255,27.60416669,4.649503996
KEN,2013,117402000,4.395210036,451065670.6,9884963162,115000000,9769963162,154642508,,384090000,,173006565.3,,632187000,4837431.6,115000000,898958167,3.987627766,21.39088788,17.5649,36.66769596,4.730758514
KEN,2014,-447240000,10.98031147,1230227046,13586440298,286200000,13300240298,82854192,,469584000,,-58612199.2,,776639000,82469685.2,171200000,2045983756,10.4793565,17.01434887,11.8107,25.36575076,11.36200482
KEN,2015,1208841000,6.979889022,679900284.7,15880735393,734832000,15145903393,-34264769,,364536000,,-65954735,,608195000,-3573439.3,448632000,1510483249,6.361117654,25.24481549,13.6387,35.90565204,8.33004714
KEN,2016,89735000,8.379747779000001,771070054.6,17820080389,673464000,17146616389,141487441,,334170000,,-67631907.40000001,1302484.8,812588000,290958619.4,-61368000,2164520275,7.701219793,21.31602175,10.1351,28.25336042,11.1736383
KEN,2017,856057000,12.20721541,1173951606,23247940642,848628991.5,22399311651,-78139906,,455074000,,-118911436.1,39910332.9,1430463000,750554494.1,-106387000,3652390395,11.08280103,25.08049216,9.857200000000001,36.26637757,14.59744439
KEN,2018,-26989000,20.8741614,2311875046,28008832890,1020799248,26988033642,-23620395,,631196000,,-146230597.6,79689926.5,1511047000,627879754.8,177700000,3081705240,19.62960499,21.62052962,8.1006,31.1885994,23.69950627
KEN,2019,-1068425000,35.40253545,3980770216,31631381617,817283936.8,30814097680,5496067,,1358616000,,-153745426,134458509,2641029000,1076318512,-200053000,3430475431,34.05669915,22.40642492,7.4892,28.73042497,38.42730244
KEN,2020,210046000,26.35811005,2459944832,34354520171,820948789.7,33533571382,-50876223,294060000,1572093000,,620048619.7,397344545.4,1976869000,-323832116.7,-10288000,1742122880,24.96527822,23.27372427,6.0288,27.63884921,28.75309129
KEN,2021,-156534000,18.43929296,2081426500,35871207402,643547686,35227659716,-29011627,5125000,1163046000,,848257684.3,281237773.2,1025298000,-451638695.4,-168939000,1227577106,17.33375402,20.27805825,5.9073,25.65591898,20.3682613
KEN,2022,-141789000,21.66736848,2960585255,35606016558,569186085.1,35036830473,111947080,284123000,940886000,,622722604.8,321075012.2,1436163000,-133561078.7,-67428000,1082978843,21.00382721,18.17024535,6.1631,32.13730871,23.67321337
KEN,2023,48863000,27.44766255,3403904539,36295438589,431726180.4,35863712409,13481912.13,501510000,804926000,,380342724.9,230044754.9,1700731000,135965309.9,-138549000,867025556.8,26.5271405,21.94082961,6.5611,38.34765733,30.17912592
KEN,2024,,,,,,,,,,,,,,,,,,,,,
KGZ,1960,,,,,,,,,,,,,,,,,,,,,
KGZ,1961,,,,,,,,,,,,,,,,,,,,,
KGZ,1962,,,,,,,,,,,,,,,,,,,,,
KGZ,1963,,,,,,,,,,,,,,,,,,,,,
KGZ,1964,,,,,,,,,,,,,,,,,,,,,
KGZ,1965,,,,,,,,,,,,,,,,,,,,,
KGZ,1966,,,,,,,,,,,,,,,,,,,,,
KGZ,1967,,,,,,,,,,,,,,,,,,,,,
KGZ,1968,,,,,,,,,,,,,,,,,,,,,
KGZ,1969,,,,,,,,,,,,,,,,,,,,,
KGZ,1970,,,,,,,,,,,,,,,,,,,,,
KGZ,1971,,,,,,,,,,,,,,,,,,,,,
KGZ,1972,,,,,,,,,,,,,,,,,,,,,
KGZ,1973,,,,,,,,,,,,,,,,,,,,,
KGZ,1974,,,,,,,,,,,,,,,,,,,,,
KGZ,1975,,,,,,,,,,,,,,,,,,,,,
KGZ,1976,,,,,,,,,,,,,,,,,,,,,
KGZ,1977,,,,,,,,,,,,,,,,,,,,,
KGZ,1978,,,,,,,,,,,,,,,,,,,,,
KGZ,1979,,,,,,,,,,,,,,,,,,,,,
KGZ,1980,,,,,,,,,,,,,,,,,,,,,
KGZ,1981,,,,,,,,,,,,,,,,,,,,,
KGZ,1982,,,,,,,,,,,,,,,,,,,,,
KGZ,1983,,,,,,,,,,,,,,,,,,,,,
KGZ,1984,,,,,,,,,,,,,,,,,,,,,
KGZ,1985,,,,,,,,,,,,,,,,,,,,,
KGZ,1986,,,,,,,,,,,,,,,,,,,,,
KGZ,1987,,,,,,,,,,,,,,,,,,,,,
KGZ,1988,,,,,,,,,,,,,,,,,,,,,
KGZ,1989,,,,,,,,,,,,,,,,,,,,,
KGZ,1990,,,,,,,,,,,,,,,,,,,,,
KGZ,1991,,,,,,,,,,,,,,,,,,,,,
KGZ,1992,,,,5527412,,5527412,0,,,,,,,,,3793499.6,,,0,,
KGZ,1993,,.40534815,351957.6,231716372.3,,231716372.3,0,,22813000,,61245774.8,,50065000,27251702.6,,71794702.59999999,,,.0425,.257776551,.40534815
KGZ,1994,,4.393616127,13113901.6,356088043.6,,356088043.6,0,,35709000,,13547311.6,,35709000,,,118064536.5,,,2.872,49.00032487,4.393616127
KGZ,1995,,13.22645533,56030665.2,472183244.5,,472183244.5,0,,81289000,,45995054.3,8993000,93872000,-30410214.3,,118836118.8,12.40104847,2.869490352,2.1272,9.701939024,13.25057987
KGZ,1996,7000000,8.893209028999999,43421175.4,988702997.6,362430000,626272997.6,0,,61152000,,19546833.6,21756000,110847000,1720365.2,,136971069,7.657380372,1.527627193,.7618,6.178583402,13.09160423
KGZ,1997,23012000,6.206270855,29572006.8,1143046307,392437000,750609307.4,0,,66536000,,34541235.5,5260000,124358000,653642.7,,132011269.7,4.332386944,4.837582642,2.4624,16.99584316,11.39716423
KGZ,1998,,8.901940647,40180439.9,1301673096,367770000,933903095.9,0,,65517000,,3026970.6,7290000,119360000,3276617.6,-23593000,143946730.1,6.58235935,4.61808558,1.873,15.02151419,18.82959599
KGZ,1999,,5.768886706,17158797,1484876851,350461000,1134415851,0,,21584000,,19492180.3,27009000,118926000,7980589.1,-17122000,180001033.9,3.186736308,11.26944036,3.276,23.90823735,21.18849734
KGZ,2000,-60308000,9.827395483,39605734.4,1510365349,290079000,1220286349,0,,51743000,,7418084.1,-20000,99512000,9550515,-60382000,135755256.5,6.713760578,21.87134005,6.6581,49.27378558,30.19528414
KGZ,2001,-78064000,12.36616044,50180833,1490290489,233513000,1256777489,-5000000,,26658000,,-2049678.9,-7695000,83965000,6701024.7,-71695000,91372334.59999999,8.720917763999999,8.296766528999999,2.6175,16.66283959,31.15336098
KGZ,2002,-7153000,11.24523833,45913807.4,1646814326,249508000,1397306326,-11160000,,33398000,,-8349305.6,-7389000,57804000,4593717.1,16498000,71205687.3,7.103082588,1.585984121,.5237000000000001,3.230588213,20.47909879
KGZ,2003,,8.378665420000001,27992908.4,1783066243,198551000,1584515243,490000,,31855000,,-2517840,-10707000,52094000,5220600.6,-53990000,64058820.2,3.713849667,4.973616273,1.7449,9.389247673,21.88564374
KGZ,2004,,6.555904838,26286729.6,1894805969,154321000,1740484969,2350000,,22714000,,-3887318.8,-8012000,70655000,1531271.5,-53397000,80308748.5,2.764874781,34.44957144,12.7896,58.01573045,17.87047742
KGZ,2005,,6.683253067,28745271.1,1825306695,160508000,1664798695,2360000,,29454000,,-12973999.9,-8758700,55896000,5591903,-1182000,61694007.1,2.98563022,13.73965233,5.862,21.60251972,14.81121582
KGZ,2006,,5.118237625,34574539.9,2099112477,270443000,1828669477,3274285,,19355000,,-23649932.7,-8756000,50852000,-232378.3,134166000,65371795.6,2.606755254,15.56890672,7.9539,25.26980226,7.644203886
KGZ,2007,,3.429541321,40940338.4,2275761802,380084000,1895677802,-3139524.93,,13111000,,-20789524,-6398000,35589000,2335143.1,109909000,41051319.4,1.982360776,15.45831078,11.0898,27.13554459,9.397637508000001
KGZ,2008,,2.864396392,52752423.1,2942209054,979517000,1962692054,5753332.16,,9317000,,18972227.9,-5041000,22979000,1407852.9,601447000,17766557.8,1.937621463,14.35619013,10.7729,31.9027413,12.34287865
KGZ,2009,,3.596841914,57527894.2,3395038012,1075640000,2319398012,2269522.16,,-4055000,,-313123.9,-4572000,7654000,4660245,95670000,339645996.1,2.444150902,18.00558432,10.2892,26.74923403,11.4374025
KGZ,2010,,3.665308734,61338167.6,3616408663,1170648000,2445760663,5650156.97,,5378000,,12349371.9,2320000,7860000,8627290.1,97029000,113154541.4,2.698946451,8.577609722,4.7332,11.3312742,23.08849146
KGZ,2011,,3.365295659,84597184.8,4993261161,2367619000,2625642161,466058.07,,13261000,,5857695.6,10137884.6,52836000,8097217.4,264715000,170660920.9,2.614631091,5.81285739,3.4237,10.26943919,12.94496137
KGZ,2012,,2.660070911,73285630.09999999,5501521878,2651700000,2849821878,3301805.42,,13731000,,8502530.800000001,16660948.9,40564000,-612922.9,284081000,305398220.8,2.074601194,6.045088388,3.5379,10.33269997,10.11444509
KGZ,2013,,2.475539463,78024850.8,6174203177,3217900000,2956303177,-8113601,,21224000,,11657677.8,7813521.5,38697000,4808957.6,268589000,343111489,2.023576755,7.982003438,4.5159,13.74957595,10.39132522
KGZ,2014,,3.616748382,99562980.90000001,6664347394,3414000000,3250347394,3632416,,17064000,,-5791316.8,1135749.2,46955000,14869536.9,196100000,444488635.4,3.003815802,9.438205626,4.2941,15.98139596,12.63447288
KGZ,2015,,5.412569181,117331274.8,7062611233,3631869000,3430742233,-3748024,,9238000,,11173409.3,994725.1,42972000,6751028.2,217869000,243738439,4.780695572,14.33716369,4.5578,19.79103916,17.99071842
KGZ,2016,,6.325282668,133045493,7309705576,3702389000,3607316576,-7292599,,-2315000,,5640857.5,793732.2,30836000,9209149.5,70520000,256924658.9,5.466218696,14.87186426,4.5396,18.39480255,30.16089888
KGZ,2017,,6.059220894,132446914.4,7452319229,3561866000,3890453229,-4640141,,-716000,,1053921.2,6955398.9,19121000,8500126.300000001,-140523000,204420924.8,5.084348973,13.66337855,4.3784,16.3494603,24.92031095
KGZ,2018,,6.657450125,155429299.9,7421772841,3768640000,3653132841,-3162738,,7802000,,-29280670.7,2545260.8,31837000,10034140.2,206298000,42612358.7,5.598661398,16.47176611,5.6014,21.20036887,24.44061933
KGZ,2019,,6.494885421,177592885.1,7680089703,3968327000,3711762703,0,,1201000,,-25523835.4,-500166.9,21936000,29335739.6,199687000,67472116.59999999,5.646391659,16.42870116,6.1119,21.27686213,26.78001039
KGZ,2020,,8.421073236,180768886.4,7652410657,3809411000,3842999657,1956958,,-6513000,,222667854.6,-3063694.9,63954000,45303928.4,-159170000,40607915.8,7.360180813,21.36627603,6.0487,18.66414726,26.28202985
KGZ,2021,,5.600052577,157156880.7,7824691257,3866324000,3958367257,4849276,,-5738000,,-25751875.3,-3650389.8,163210000,66126874.9,-10300000,172094452.4,4.759974453,16.31377633,5.9446,18.05917828,17.90363136
KGZ,2022,,7.441843164,243263696.9,8131905310,4100979000,4030926310,6724463,,16072000,,-21644905,5627206.9,207998000,18925527.2,234655000,193470341.1,6.651110027,26.58716631,9.9778,34.74790468,16.68774629
KGZ,2023,,8.486967496,275584513.4,8414743560,4222487000,4192256560,17496788.39,,78909000,,-70936725,13489856.9,244183000,27450655.5,121508000,159342991.1,,,11.1212,34.75369102,27.32292533
KGZ,2024,,,,,,,,,,,,,,,,,,,,,
KHM,1960,,,,,,,,,,,,,,,,,,,,,
KHM,1961,,,,,,,,,,,,,,,,,,,,,
KHM,1962,,,,,,,,,,,,,,,,,,,,,
KHM,1963,,,,,,,,,,,,,,,,,,,,,
KHM,1964,,,,,,,,,,,,,,,,,,,,,
KHM,1965,,,,,,,,,,,,,,,,,,,,,
KHM,1966,,,,,,,,,,,,,,,,,,,,,
KHM,1967,,,,,,,,,,,,,,,,,,,,,
KHM,1968,,,,,,,,,,,,,,,,,,,,,
KHM,1969,,,,,,,,,,,,,,,,,,,,,
KHM,1970,,,,,,,,,,,,,,,,,,,,,
KHM,1971,,,,,,,,,,,,,,,,,,,,,
KHM,1972,,,,,,,,,,,,,,,,,,,,,
KHM,1973,,,,,,,,,,,,,,,,,,,,,
KHM,1974,,,,,,,,,,,,,,,,,,,,,
KHM,1975,,,,,,,,,,,,,,,,,,,,,
KHM,1976,,,,,,,,,,,,,,,,,,,,,
KHM,1977,,,,,,,,,,,,,,,,,,,,,
KHM,1978,,,,,,,,,,,,,,,,,,,,,
KHM,1979,,,,,,,,,,,,,,,,,,,,,
KHM,1980,,,,,,,,,,,,,,,,,,,,,
KHM,1981,,,,163469000,,163469000,0,,,,,,,,,,,,.0733,,
KHM,1982,,,,163469000,,163469000,0,,,,,,,,,,,,.0855,,
KHM,1983,,,,163469000,,163469000,0,,,,,,,,,,,,.0977,,
KHM,1984,,,,163469000,,163469000,0,,,,,,,,,,,,.1099,,
KHM,1985,,,,163469000,,163469000,0,,,,,,,,,,,,.1221,,
KHM,1986,,,,163469000,,163469000,0,,,,,,,,,,,,.1178,,
KHM,1987,,,,163469000,,163469000,0,,,,,,,,,,,,.1156,,
KHM,1988,,,,163469000,,163469000,0,,,,,,,,,,,,.2779,,
KHM,1989,,,,204411603.2,,204411603.2,0,,,,0,,,,,,,,9.7277,,
KHM,1990,,,,208523153.1,,208523153.1,0,,,,0,,,,,,,,11.2069,,
KHM,1991,,,,1639083999,,1639083999,0,,,,0,,,,,,,,1.9069,,
KHM,1992,,3.828144271,738000,1630553706,,1630553706,0,,,,-11153393.9,,,,,,,,1.7333,,3.828144271
KHM,1993,,9.588020007000001,12000,1636561345,,1636561345,0,,,,-6389892,,5365000,,,5365000,.003447563,3.603384788,.7566000000000001,51.86674604,9.588020007000001
KHM,1994,,.152266221,308000,1699336355,,1699336355,0,,38229000,,20048875.5,,50247000,,,58026000,.056358646,2.618401336,.8208,12.07607382,.152266221
KHM,1995,,.672619675,5856000,1782292393,,1782292393,0,,24623000,,42482649.6,,60557000,,,62633000,.598222495,0,0,0,.672619675
KHM,1996,,.910412295,6747805.6,1846998620,,1846998620,0,,45622000,,,,76676000,,,74956000,.823907888,.03901221,.0166,.12021593,.910412295
KHM,1997,,.873125712,7282482.3,1865737650,,1865737650,0,,30409000,,,,40368000,,,39378000,.798167722,.072380535,.0341,.221139956,.873125712
KHM,1998,,.9452787070000001,7635444.7,1934401297,,1934401297,0,,19181000,,-1413762.1,,47268000,100401.5,,55218907.8,.743321821,.093797662,.0481,.219249746,.9452787070000001
KHM,1999,,1.135090389,12034424.3,1972787896,,1972787896,0,,26783000,,8088126.7,,47657000,125800.1,,42757199.6,.81554963,.061295875,.0437,.17761678,1.135090389
KHM,2000,,.662388793,4155492.7,2014851808,,2014851808,0,,36569000,,4108700.6,,77510000,1790962,,78633043.7,.219561629,.004068409,.0036,.012593732,.662388793
KHM,2001,,.857886556,5463409.5,2079577684,,2079577684,0,,39550000,,9257928.6,,85451000,4501655.1,,91138742.59999999,.253722432,.003660453,.0036,.011302665,.857886556
KHM,2002,,.842480395,7293994.4,2274087348,,2274087348,0,,47246000,,9416276.5,,124114000,6972158,,146150994.8,.300833227,.002034684,.002,.005402261,.842480395
KHM,2003,,.947244358,11295086,2555199087,,2555199087,1200000,,62560000,,-1516299.2,,140647000,6242239.6,,168365493.9,.421705494,.001486968,.0014,.004054245,.947244358
KHM,2004,,.798365021,16113848.8,2769175514,,2769175514,3840000,,46321000,,-10374087.5,,116145000,9546597,,163123839.1,.468102141,.000937012,.0011,.00288424,.798365021
KHM,2005,,.72555948,19923010.8,2831336467,,2831336467,12992000,,33665000,,-8673463.1,,124456000,8595061.9,,147033822.5,.486663807,.000444216,.0006,.001570282,.72555948
KHM,2006,,.572510292,28288161,3010106214,,3010106214,831000,,15078000,,,,70362000,4278397.8,,129352336.6,.553911171,.000319645,.0005,.001156574,.572510292
KHM,2007,,.571139372,26540824.3,2224116696,,2224116696,-4735000,,13649000,,,,66895000,1090799.5,,99881892.09999999,.553755154,0,0,0,.571139372
KHM,2008,,.754555734,38504228.2,2543565372,,2543565372,4090858,,14085000,,,,128082000,16676521.2,,326999486.5,.750759065,1.58030103,3.0603,3.070850466,.814063918
KHM,2009,,.938051612,46797545.4,2942041611,194415000,2747626611,-3752142,,16383000,,,,68495000,4475868.7,194415000,182507738.1,.932025219,4.581681961,6.9634,7.000987415,.9852528
KHM,2010,,.981413852,59448052.4,3502178250,442209000,3059969250,-2403642,,8961000,,,,50626000,6588205.4,247794000,314504605.5,.974633569,6.214398367,9.4514,9.930345074,1.071371625
KHM,2011,,.901285928,71537102.8,4029741145,567107000,3462634145,-2135074,,12224000,,,,64928000,2190690.5,124898000,396065906.5,.899506157,6.24558428,10.6697,12.22870874,4.041826242
KHM,2012,,.979600811,89203312.2,5777347881,1489881000,4287466881,13139500,,13623000,,,,41082000,811638.6,922774000,824583847.4,.979177514,9.252631462,12.489,17.70961105,6.008193174
KHM,2013,,1.115847462,120377285.2,6527809808,1712935000,4814874808,-2040000,,1987000,,,,96074000,-185823.5,223054000,532714357.4,1.114312737,8.911990683999999,12.6348,19.26306409,5.717661106
KHM,2014,,1.092716497,134467909.1,7111373726,1856620000,5254753726,54411668,,21665000,,,,65606000,6117646.4,143685000,584512718.3,1.09219809,8.830672988,13.0671,17.79899876,5.365805927
KHM,2015,,1.00178003,136631759.1,8002718888,2362000000,5640718888,66525279,,-10834000,,,,64591000,12294424,505380000,539938725,1.001349365,9.672281517,13.9823,17.89339402,5.064649819
