iso3,year,comm_healthwrk_1k,iodsalt_cons_pct,healthexp_gdp_pct,healthexp_pc_cus,healthexp_pc_ppp,domcred_finsec_gdp_pct,domcred_prvsec_gdp_pct,domcred_prvsec_bk_gdp_pct,gghealthexp_gdp_pct,gghealthexp_healthexp_pct,gghealthexp_govexp_pct,gghealthexp_pc_cus,gghealthexp_pc_ppp,privhealthexp_healthexp_pct,privhealthexp_pc_cus,privhealthexp_pc_ppp,exbf_chu6m_pct,exthealthexp_healthexp_pct,exthealthexp_pc_cus,exthealthexp_pc_ppp,hosp_beds_1k,domco_total,lowbirth_pct,mcap_domco_gdp_pct,mcap_domco_cus,msect_cred_prvsec_gdp_pct,net_domcred_clcu,net_fa_clcu,surg_proc_100k,nurse_midw_1k,oophealthexp_healthexp_pct,oophealthexp_pc_cus,oophealthexp_pc_ppp,physician_1k,anemia_ch_pct,anemia_npwmn_pct,anemia_prgw_pct,anemia_wra_pct,msfoodinsecur_pct,owght_u5_pct,owght_u5_mod_pct,owght_u5_fem_pct,owght_u5_male_pct,sfoodinsecur_pct,sevwst_u5_pct,sevwst_u5_fem_pct,sevwst_u5_male_pct,stunt_u5_pct,stunt_u5_mod_pct,stunt_u5_fem_pct,stunt_u5_male_pct,undernour_pct,uweight_u5_pct,uweight_u5_fem_pct,uweight_u5_male_pct,wst_u5_pct,wst_u5_fem_pct,wst_u5_male_pct,parl_wom_pct,unpaidwork_fem_pct,unpaidwork_male_pct,gbv_12mo_wmn_pct,spgeq_idx_gro,surg_spec_100k,stock_traded_gdp_pct,stock_traded_cus,stock_turnover_pct,vitA_cov_u5_pct,wbl_score,wmn_decisions3_pct,wmn_decisions_all3_pct,wmn_beat_any_pct,wmn_beat_argue_pct,wmn_beat_burn_pct,wmn_beat_out_pct,wmn_beat_negl_pct,wmn_beat_sex_pct
MWI,2014,,77.8,6.89776182,35.337677,102.6980176,,7.83598581,7.83598581,1.56810546,22.73353958,8.58090496,8.033504860000001,23.34689495,14.23048496,5.0287227,14.6144258,68.99215,63.03597641,22.27544882,64.73669623000001,,,15.82486683,,,7.83598581,389159000000,240925000000,,,8.182888030000001,2.89164263,8.403664141,,58.6,29.4,39.1,30.3,,5.1,4,4.5,5.6,,1.1,.9,1.2,42.4,40.5,39.1,45.7,14.7,16.7,15.8,17.6,3.8,3.3,4.3,16.66666667,,,,,.48,,,,41,75,,,,,,,,
MWI,2015,,77.7,6.62879086,34.97310638,93.63008892000001,,9.172403858999999,9.055902588,1.89914215,28.64990425,9.728919980000001,10.0197614,26.82493032,17.84918785,6.24241577,16.71221114,,53.5009079,18.71092967,50.09294779,,,15.81858387,,,9.172403858999999,731658000000,348667000000,,,10.9818964,3.84071023,10.28235904,,57.6,29.5,39,30.4,78.09999999999999,4.6,3.7,3.3,5.9,47.7,.6,.3,1,37.4,39.2,35.6,39.3,15.5,11.8,10.6,13.1,2.8,2.2,3.4,16.66666667,,,,,,,,,16,77.5,,,,,,,,
MWI,2016,,,7.72703791,34.0307579,110.4635957,,8.009309219,7.897226449,1.91101837,24.73157692,9.677967069999999,8.4163429,27.31938924,21.55489731,7.33529474,23.8103146,59.43959,53.71352768,18.27911967,59.33389254,,,15.79061511,,,8.009309219,1000300000000,336564000000,,.295,12.41495895,4.22490456,13.71401017,.031,56.8,29.6,39.1,30.5,79.2,1.5,3.5,1.4,1.7,48.5,.6,.5,.7,38.3,37.9,35.3,41.5,15.8,14.6,13.5,15.7,4.1,4,4.1,16.66666667,,,24.3,,.43,,,,91,77.5,44.7,46.9,16.3,6.7,5.5,6.9,8.800000000000001,8.300000000000001
MWI,2017,,,7.58438921,37.60110092,109.3662674,,7.478350942,7.293126989,1.71919668,22.66757011,8.189613339999999,8.523256030000001,24.790674,17.47722816,6.57163054,19.1141918,,59.85520554,22.50621672,65.46140113,,,15.75454101,,,7.478350942,1244540000000,433050000000,,,12.69519043,4.77353161,13.8842557,,56.2,29.9,39.2,30.8,80.3,1.6,3.3,.9,2.4,49.7,.2,.3,.1,39.3,36.8,35.2,43.5,16.8,12.3,10.7,13.8,2.6,2.5,2.6,16.66666667,,,,,,,,,91,77.5,,,,,,,,
MWI,2018,,,6.88249922,36.70302963,103.2978467,,6.817648644,6.672692614,1.68875861,24.53699684,8.7133112,9.005820780000001,25.34618897,18.09918022,6.64294731,18.69606357,,57.36382294,21.05426017,59.25559368,,,15.70602917,,,6.817648644,1505380000000,152458000000,,.433,12.80120277,4.69842914,13.22336696,.15,55.6,30.2,39.2,31,78.8,2.5,3.2,2.4,2.7,48.3,.1,.1,.1,39,35.8,36.6,41.4,17.4,11.5,11.3,11.6,1.5,1.1,1.8,16.66666667,,,,,,,,,75,77.5,,,,,,,,
MWI,2019,,,6.37021732,36.91519165,99.94220306,,7.220741696,7.077871074,1.53329957,24.06981468,7.93860054,8.8854186,24.05590396,21.41698456,7.90612083,21.40460591,,54.51319885,20.12365242,54.48169317,,,15.64313496,,,7.220741696,1646740000000,163297000000,,,11.85419559,4.37599918,11.8473446,,55.1,30.6,39.3,31.4,79.90000000000001,7.3,3.1,7.2,7.3,49.5,1.2,1.3,1.2,34,34.9,30.9,37.3,18.5,10.8,10.2,11.5,3.8,3.3,4.2,22.91666667,,,,,,,,,64,77.5,,,,,,,,
MWI,2020,,,7.17979383,43.22896194,109.2937107,,7.853148938,7.622356101,1.56224585,21.75892258,6.8733201,9.4061562,23.7811339,24.08596992,10.41211455,26.32445019,,54.15510941,23.4106904,59.18812653,,,15.57640226,,,7.853148938,2032910000000,-348000000000,,.7,13.36182404,5.77617765,14.60363313,.049,,,,,81.3,4.4,3.1,3.9,5,51,.7,.7,.8,35.5,34.1,31.8,39.3,19,12.8,11.4,14.3,2.6,2.4,2.7,22.91666667,,,,,,,,,19,77.5,,,,,,,,
MWI,2021,,,7.62815809,47.58463669,122.3217263,,8.239599196,7.986283,1.36136484,17.84657478,5.75638103,8.492227059999999,21.8302368,22.22537994,10.57586621,27.18646855,,59.92804718,28.51654248,73.30502011,,,,,,8.239599196,2717050000000,-423000000000,,,12.32755566,5.86602237,15.07927857,,,,,,82.40000000000001,,3.3,,,52.2,,,,,33.6,,,19.4,,,,,,,22.91666667,,,,,,,,,77,77.5,,,,,,,,
MWI,2022,,,6.50023508,39.65991211,105.4087011,,8.647049075,8.383365202,.87761509,13.50128174,3.28711009,5.35459646,14.23152569,21.84625626,8.664206160000001,23.0278553,,64.65246582,25.64110927,68.14931949,,,,,,8.647049075,3867610000000,-588000000000,,.5,12.0969162,4.79762642,12.75120245,.049,,,,,81.7,,3.5,,,53.5,,,,,33.3,,,19.9,,,,,,,22.91666667,,,,,,,,,11,80,,,,,,,,
MWI,2023,,,,,,,8.144870817999999,7.878979975,,,,,,,,,,,,,,,,,,8.144870817999999,5583960000000,-1220000000000,,,,,,,,,,,,,3.9,,,,,,,,33.2,,,,,,,,,,20.7253886,,,,,,,,,,80,,,,,,,,
MWI,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,33.2,,,,,,,,,,20.7253886,,,,,,,,,,,,,,,,,,
MYS,1960,,,,,,,8.915785885,8.080463689,,,,,,,,,,,,,3.728132725,,,,,8.915785885,417500000,1439800000,,,,,,.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,1961,,,,,,,11.86877362,10.61490897,,,,,,,,,,,,,,,,,,11.86877362,625600000,1341300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,1962,,,,,,,12.63260976,11.19634405,,,,,,,,,,,,,,,,,,12.63260976,671700000,1400677536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,1963,,,,,,,11.95991671,11.95991671,,,,,,,,,,,,,,,,,,11.95991671,874200000,1380740784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,1964,,,,,,,11.18846952,11.18846952,,,,,,,,,,,,,,,,,,11.18846952,950400000,1425853028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,1965,,,,,,,12.36464088,12.36464088,,,,,,,,,,,,,,,,,,12.36464088,1012600000,1633091775,,,,,,.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,1966,,,,,,,13.19754754,13.19754754,,,,,,,,,,,,,,,,,,13.19754754,1425700000,1658228481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,1967,,,,,,,14.39254251,14.39254251,,,,,,,,,,,,,,,,,,14.39254251,1659300000,1435510062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,1968,,,,,,,16.57675331,16.57675331,,,,,,,,,,,,,,,,,,16.57675331,2109200000,1545550872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,1969,,,,,,,18.37225887,18.37225887,,,,,,,,,,,,,,,,,,18.37225887,2400400000,1996740656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,1970,,,,,,,21.28666836,21.28666836,,,,,,,,,,,,,3.469700098,,,,,21.28666836,2852700000,2135226197,,,,,,.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.875,,,,,,,,
MYS,1971,,,,,,,22.5627171,22.5627171,,,,,,,,,,,,,,,,,,22.5627171,3368800000,2294709866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.875,,,,,,,,
MYS,1972,,,,,,,24.24050633,24.24050633,,,,,,,,,,,,,,,,,,24.24050633,4300400000,2753730185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.875,,,,,,,,
MYS,1973,,,,,,,27.78935,27.78935,,,,,,,,,,,,,,,,,,27.78935,6280500000,3083018068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.875,,,,,,,,
MYS,1974,,,,,,,28.23650363,28.23650363,,,,,,,,,,,,,,,,,,28.23650363,11498500000,3470912546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.875,,,,,,,,
MYS,1975,,,,,,,34.31578005,34.31578005,,,,,,,,,,,,,3.346699953,,,,,34.31578005,13620300000,3768085425,,,,,,.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.875,,,,,,,,
MYS,1976,,,,,,,33.98255296,33.98255296,,,,,,,,,,,,,,,,,,33.98255296,15816500000,5657252239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.875,,,,,,,,
MYS,1977,,,,,,,35.82374768,35.82374768,,,,,,,,,,,,,,,,,,35.82374768,19196000000,6230905295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.875,,,,,,,,
MYS,1978,,,,,,,39.19284168,39.19284168,,,,,,,,,,,,,,,,,,39.19284168,23295200000,6633409720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.875,,,,,,,,
MYS,1979,,,,,,,41.47746855,41.47746855,,,,,,,,,,,,,,,,,,41.47746855,27303200000,9039544427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.875,,,,,,,,
MYS,1980,,,,,,,49.90939446,49.90939446,,,,,,,,,,,,,,181,,,,49.90939446,37035000000,9271412208,,,,,,.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.50545735,2572600000,,,41.875,,,,,,,,
MYS,1981,,,,,,,57.76144273,57.76144273,,,,,,,,,,,,,2.278300047,187,,61.18383115,15298580000,57.76144273,47075500000,7679078841,,,,,,.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.41335196,3103870000,20.28861502,,41.875,,,,,,,,
MYS,1982,,,,,,,62.73292818,62.73292818,,,,,,,,,,,,,,194,,51.77344586,13877610000,62.73292818,56928585714,7592521531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.566286596,1223970000,8.81974634,,41.875,,,,,,,,
MYS,1983,,,,,,,69.92689228,69.92689228,,,,,,,,,,,,,,204,,74.79724293,22699050000,69.92689228,68522400000,7005334978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.885380089,2999960000,13.21623592,,41.875,,,,,,,,
MYS,1984,,,,,,,74.89013199,74.89013199,,,,,,,,,,,,,,218,,56.95933897,19333650000,74.89013199,82374400000,5349574769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.348691961,2154930000,11.14600709,,41.875,,,,,,,,
MYS,1985,,,,,,,88.17464825,88.17464825,,,,,,,,,,,,,2.557600021,222,,77.41735208,24153930000,88.17464825,91881000000,8694573862,,,,,,.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.689224975,2399010000,9.932172528000001,,44.375,,,,,,,,
MYS,1986,,,,,,,101.4660446,101.4660446,,,,,,,,,,,,,,226,,53.58466253,14861230000,101.4660446,101224000000,13892588560,,,,,,.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21358371,1168600000,7.863413728,,44.375,,,,,,,,
MYS,1987,,,,,,,89.57661713,89.57661713,,,,,,,,,,,,,2.477900028,232,,56.71809702,18252570000,89.57661713,108403000000,19291283033,,,,,,.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.84225199,3810980000,20.87914195,,44.375,,,,,,,,
MYS,1988,,,,,,,86.46248782000001,86.46248782000001,,,,,,,,,,,,,,238,,65.36671753,23056220000,86.46248782000001,119630000000,20433556116,,,,,,.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.096910435,2503230000,10.85707024,,44.375,,,,,,,,
MYS,1989,,,,,,,95.65288455,95.65288455,,,,,,,,,,,,,2.33949995,249,,102.1834212,39696180000,95.65288455,143339000000,22105289244,,,,,,.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00513772,6606150000,16.64177762,,44.375,,,,,,,,
MYS,1990,,,,,,,69.41266869,69.41266869,,,,,,,,,,,,,2.130599976,268,,108.73195,47868790000,69.41266869,86540700000,25562963460,,,,,,.392,,,,,,,,,,,,,,,,,,,22.1,,,,,,,,,,,,24.33104126,10711640000,22.37708536,,44.375,,,,,,,,
MYS,1991,,,,,,,73.76054587,73.76054587,,,,,,,,,,,,,2.093899965,318,,115.4203632,56721200000,73.76054587,101491000000,24194280381,,,,,,.393,,,,,,,,,,,,,,,,,,,23.1,,,,,,,,,,,,21.74138291,10684400000,18.83669598,,44.375,,,,,,,,
MYS,1992,,,,,,,108.5292205,108.2573234,,,,,,,,,,,,,2.06069994,363,,150.433979,89008100000,108.5292205,172698000000,33902474240,,,,,,.411,,,,,,,,,,,,,,,,,,,22.6,,,,,,,,,,,,31.37900749,18566190000,20.85898924,,44.375,,,,,,,,
MYS,1993,,,,,,,106.459807,105.7071094,,,,,,,,,,,,,2.029500008,407,,320.990965,214727000000,106.459807,193725000000,55576833952,,,,,,.431,,,,,,,,,,,,,,,,,,,20.5,,,,,,,,,,,,21.17137453,14162584000,6.595629423,,44.375,,,,,,,,
MYS,1994,,,,,,,109.217184,108.9096546,,,,,,,,,,,,,2.021500111,475,,247.0831897,184024000000,109.217184,219341000000,61848641677,,,,,,.449,,,,,,,,,,,,,,,,,,,19.7,,,,,,,,,,,,16.03520873,11942760000,6.489801574,,44.375,,,,,,,,
MYS,1995,,,,,,,124.4141536,124.1596508,,,,,,,,,,,,,2.029999971,523,,240.9728693,213756000000,124.4141536,281887000000,58357088687,,,,,,.478,,,,,,,,,,,,,,,,,,,17.7,,,,,,,,,,,,67.78554484999999,60129400000,28.12994884,,46.875,,,,,,,,
MYS,1996,,,,,,,141.6337391,138.3745917,,,,,,,,,29,,,,2.009999991,615,,303.5674922,306164000000,141.6337391,361375000000,52809359191,,,,,,.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.10000038,,25.42903161,25646550000,8.376730799000001,,46.875,,,,,,,,
MYS,1997,,,,,,,158.3850476,154.8921183,,,,,,,,,,,,,,700,,93.22534733000001,93230310000,158.3850476,460325000000,35040090145,,,,,,.658,,,,,,,,,,,,,,,,,,,,,,,,,7.8125,,,,-72.92359924,,42.5900328,42592300000,45.68503526,,46.875,,,,,,,,
MYS,1998,,,,,,,158.5053788,152.8500581,,,,,,,,,,,,,,728,,132.4161587,95561430000,158.5053788,459214000000,85269135214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8125,,,,-2.885400057,,36.79208837,26551930000,27.78519535,,46.875,,,,,,,,
MYS,1999,,,,,,,149.1529811,141.6665133,,,,,,,,,,,,,,749,,176.7664953,139908000000,149.1529811,451464000000,114303000000,,,,,,.6830000000000001,,,,,,5.5,,,,,,,,20.7,,,,,16.7,,,15.3,,,,,,,44.5,,53.13601894,42056320000,30.06000591,,46.875,,,,,,,,
MYS,2000,,,2.51463366,111.8384552,356.743048,,134.9998539,126.7293384,1.17325473,46.65708542,4.57726908,52.18056238,166.44591,53.34291077,59.65788712,190.2971309,,0,0,0,2.05,787,12.07471447,120.6483714,113156000000,134.9998539,493160000000,116585000000,,1.693,40.70201111,45.52050105,145.2016014,.681,20.2,35,37.1,35.1,,,5.5,,,,,,,,19.3,,,,,,,,,,10.3626943,,,,-23.33072662,,55.98862068,52511580000,46.40644549,,46.875,,,,,,,,
MYS,2001,,,2.6753974,114.9171066,380.8463669,,129.1013756,127.2322058,1.35141993,50.51286697,4.78832054,58.04792697,192.3764258,49.48713303,56.86918013,188.4699451,,0,0,0,2.01,804,12.15594522,128.2342403,118981000000,129.1013756,516639000000,120937000000,,,35.69312286,41.01750303,135.9359591,,19.8,34.6,36.8,34.7,,,5.6,,,,,,,,18.9,,,2.5,,,,,,,10.3626943,,,,4.160717964,,22.6686734,21032890000,17.67755114,,46.875,,,,,,,,
MYS,2002,,,2.66876554,121.6139145,396.903115,,121.8273449,121.3519168,1.36677563,51.21377563,5.03528166,62.28307824,203.2690718,48.78622437,59.33083987,193.634051,,0,0,0,1.96,857,12.22222394,124.7235892,125778000000,121.8273449,550452000000,120165000000,,1.797,34.64449692,42.13253157,137.5050949,.723,19.6,34.1,36.3,34.2,,,5.7,,,,,,,,18.6,,,2.8,,,,,,,10.3626943,,,,-2.569999933,,25.51270338,25728420000,20.45539544,,46.875,,,,,,,,
MYS,2003,,,2.92417073,142.2120209,458.1729607,,118.9741489,118.5915104,1.51884329,51.94099045,5.41107655,73.86633164,237.9795723,48.05901337,68.34569087,220.1933942,,0,0,0,1.92,897,12.28399329,145.9262648,160814000000,118.9741489,585640000000,146745000000,,,34.49882889,49.06148174,158.0643059,.735,19.4,33.4,35.6,33.5,,,5.7,,,,,,,,18.4,,,2.9,,,,,,,10.47120419,19.09722,5.97222,,25.45999908,,41.48006132,45712010000,28.42535672,,46.875,,,,,,,,
MYS,2004,,,2.86016941,153.8629761,480.1621107,,111.9376051,111.6287825,1.45687652,50.93671799,5.62838221,78.37275052,244.578821,49.06328201,75.49022617999999,235.5832913,,0,0,0,1.89,955,12.3417279,145.5908267,181624000000,111.9376051,604333000000,217932000000,,,36.10705185,55.5553817,173.3723733,.72,19.4,32.8,35.1,32.9,,,5.8,,,,,,,,18.3,,,3,,,,,,,9.132420091,,,,12.72000027,,43.44013518,54191340000,29.83713752,,46.875,,,,,,,,
MYS,2005,,,2.78692698,162.1767731,477.854315,,106.5244319,106.2929386,1.36280441,48.89989853,5.55390263,79.30427229,233.6702678,51.10010529,82.87249657,244.184051,,0,0,0,1.87,1015,12.39937414,125.7660412,180518000000,106.5244319,639550000000,219606000000,,,38.04380035,61.69820351,181.7939352,.776,19.5,32.4,34.6,32.5,,,5.9,,,,,,,,18.3,,,3.2,,,,,,,9.132420091,,,,-2.863639594,,31.10369932,44644510000,24.73139729,,46.875,,,,,,,,
MYS,2006,,,3.10897732,200.5480042,567.4321387,,103.6638304,103.4891669,1.67488027,53.87238312,6.5490737,108.0399904,305.6892024,46.1276207,92.50802037,261.7429237,,0,0,0,1.9,1021,12.47066432,144.8015428,235581000000,103.6638304,683773000000,263119000000,,,34.73173904,69.65380954,197.079039,.828,19.6,31.9,34,32,,5.8,6,5.5,6.2,,4.7,3.6,5.8,17.5,18.3,17.3,17.8,3.3,12.7,12.3,13,13.2,11.7,14.6,9.132420091,,,,34.62326262,,42.50073772,69145410000,29.35102549,,46.875,,,,,,,,
MYS,2007,,,3.07041144,230.5599823,598.6371603,,101.5800752,101.4203352,1.62477779,52.91726685,6.27600908,122.0060436,316.7824171,47.07953262,108.5465649,281.8355729,,.00320123,.00738076,.019163771,1.9,983,12.5479593,168.0656076,325290000000,101.5800752,728068000000,290070000000,,,35.12305069,80.97970521000001,210.2596396,.876,19.7,31.4,33.5,31.5,,,6,,,,,,,,18.2,,,3.5,,,,,,,10.0456621,,,,44.64489485,,79.89710358000001,154641000000,47.53923465,,46.875,,,,,,,,
MYS,2008,,28.2,3.00692558,263.6781921,613.3833878,,96.74825351,96.60456848,1.59730816,53.12097549,5.93352127,140.0684369,325.8352574,46.87735367,123.605366,287.5379147,,.00166658,.00439441,.010222529,1.92,972,12.63846616,81.98859945,189239000000,96.74825351,853477000000,257163000000,,2.633,35.536026,93.70075758999999,217.9720939,.907,19.8,31,33,31.1,,,6.1,,,,,,,,18,,,3.6,,,,,,,10.81081081,,,,-43.66429994,,35.6660215,82321320000,43.50119618,,46.875,,,,,,,,
MYS,2009,,,3.2610569,245.6435394,646.3496744,,111.60689,111.447313,1.81166101,55.55441284,5.86503458,136.4658217,359.0757578,44.44421387,109.1743364,287.2650242,,.00137672,.00338182,.00889842,1.91,952,12.73586837,142.995665,289219000000,111.60689,934225000000,288170000000,,,32.19156265,79.07649186,208.0700566,1.082,19.9,30.6,32.5,30.7,,,6.1,,,,,,,,17.9,,,3.7,,,,,,,9.90990991,,,,46.65282957,,39.96818846,80838640000,27.95062945,,46.875,,,,,,,,
MYS,2010,.435,,3.16474271,285.6426392,648.0559128,,107.1227526,107.0374424,1.67910564,53.05662537,6.31136417,151.5523344,343.8365808,46.94337845,134.0903037,304.2193425,,,,,1.91,948,12.83015901,160.2591579,408689000000,107.1227526,1012760000000,284190000000,,3.141,34.11669922,97.45183813,221.0952866,1.148,20.1,30.4,32.1,30.4,,,6.2,,,,,,,,17.8,,,3.5,,,,,,,9.90990991,,,,35.06395595,,45.01229825,114789000000,28.08719253,,46.875,,,,,,,,
MYS,2011,,,3.31451917,343.4587708,716.8407163000001,,108.4259367,108.3549919,1.76482272,53.24521255,6.51518965,182.8753478,381.6833596,46.75479126,160.5834221,335.1573667,,,,,1.9,932,12.92585114,132.7812063,395624000000,108.4259367,1134270000000,356968000000,,3.326,34.01270676,116.8196249,243.8169354,1.254,20.2,30.2,31.8,30.2,,,6.2,,,,,,,,17.8,,,3.4,,,,,,,10.40723982,,,,-1.136241799,12.17,43.7378017,130318000000,32.93975322,,46.875,,,,,,,,
MYS,2012,,,3.45786357,371.7604675,789.9485729,,114.1245298,114.0542857,1.86487269,53.93135071,6.54217672,200.4954416,426.0299376,46.06864929,171.2650252,363.9186377,,,,,1.9,911,13.01825922,148.3853987,466588000000,114.1245298,1261150000000,347381000000,,3.738,33.03797531,122.822123,260.9829977,1.305,20.4,30,31.4,30.1,,,6.2,,,,,,,,18.1,,,3.4,,,,,,,10.40723982,,,,11.40402895,,39.32578282,123657000000,26.50246126,,50,,,,,,,,
MYS,2013,,,3.51276922,381.6921082,816.8917768,,119.8996939,119.7929177,1.89357972,53.90561295,6.81631851,205.7534675,440.3505262,46.09438324,175.9386211,376.541233,,,,,1.91,900,13.10750813,154.7863267,500387000000,119.8996939,1409360000000,337208000000,,3.82,33.66908646,128.5122471,275.0400094,1.557,20.8,30.1,31.3,30.2,,,6.2,,,,,,,,18.5,,,3.6,,,,,,,10.36036036,,,,4.346288705,,43.97608434,142164000000,28.41083272,,50,,,,,,,,
MYS,2014,,,3.71036959,414.4392395,900.980843,,120.578651,120.5286835,2.03088164,54.73529434,7.82402515,226.8445242,493.1544944,45.26470947,187.5947095,407.8263493,,,,,1.86,895,13.19707662,135.7735593,459004000000,120.578651,1555170000000,325974000000,,3.91,33.0446701,136.950082,297.7261572,1.489,21.3,30.4,31.2,30.4,,,6.1,,,,,,,,19,,,3.7,,,,,,,10.36036036,,,,-11.72759059,,42.1963137,142651000000,31.07844703,,50,,,,,,,,
MYS,2015,,,3.82201481,368.7733154,918.7395805,,123.1036296,123.0651806,2.03347373,53.20423126,8.22995281,196.2030221,488.8083515,46.79576874,172.5703083,429.9312366,,,,,1.87,892,13.28584757,127.0847707,382977000000,123.1036296,1675540000000,359741000000,,4.076,33.70749283,124.3042476,309.68409,1.496,21.8,30.7,31.2,30.7,17.4,7.1,6.1,6.5,7.7,7.8,2.8,2.4,3.2,17.8,19.5,17.6,18,3.5,12.5,11.6,13.3,8.1,6.7,9.4,10.36036036,,,,-20.55054406,,36.99344004,111482000000,29.10926293,,50,,,,,,,,
MYS,2016,,,3.70085335,350.7116089,912.5605992,,121.9798206,121.9354289,1.88870478,51.03430176,8.26288128,178.9832275,465.7189441,48.96569824,171.7283858,446.84166,40.3,,,,1.89,893,13.37683687,119.42941,359788000000,121.9798206,1786620000000,349214000000,,4.084,35.94845581,126.0754114,328.0514508,1.589,22.5,30.9,31.1,30.9,15.1,6,6,6.7,5.4,6.7,3.8,3,4.6,20.8,20,19.2,22.4,3,13.7,12.4,14.9,11.6,9.699999999999999,13.3,10.36036036,,,,-6.810021558,11.43,32.62521131,98285417642,27.00750524,,50,,,,,,,,
MYS,2017,,,3.71472311,366.366394,952.1086849,,117.1675684,117.1273016,1.92218649,51.74508286,8.720147130000001,189.5765961,492.6694331,48.25491714,176.7898018,459.4392622,,,,,1.91,894,13.4694999,142.8265438,455772000000,117.1675684,1898620000000,333101000000,,4.108,35.93440247,131.6515808,342.1345832,1.809,23.1,31.3,31.1,31.3,15.1,,6,,,6.7,,,,,20.5,,,2.7,,,,,,,10.36036036,,,,25.25714581,,43.06343256,137419000000,30.05571795,,50,,,,,,,,
MYS,2018,,,3.75944281,409.8471069,1017.068071,,120.2763119,120.2461831,1.92697287,51.25687408,8.451668740000001,210.0748163,521.3172942,48.74312592,199.7722938,495.7507686,,,,,1.93,902,13.56911773,110.9339671,398019000000,120.2763119,2076410000000,306140000000,,4.169,36.64058304,150.1703646,372.6596531,1.888,23.8,31.6,31,31.6,15.1,,5.9,,,6.7,,,,,20.8,,,2.5,,,,,,,13.90134529,,,,-12.6509877,,37.71993796,135335000000,34.0022,,50,,,,,,,,
MYS,2019,,,3.83991051,419.3256836,1086.654452,,120.7069463,120.6783775,2.00959897,52.33452988,8.524279590000001,219.4521194,568.6954753,47.66547012,199.8735653,517.958963,,,,,1.94,919,13.68390973,110.6193934,403957000000,120.7069463,2171520000000,287268000000,,3.394,36.0626564,151.2199859,391.8764694,2.06,24.6,32,31,32,14.9,5.2,5.8,4.6,5.8,6.6,3.6,1.6,5.6,25.5,21.2,27.8,23.3,2.5,14.8,13.4,16.1,9.699999999999999,7.9,11.3,14.41441441,,,,-.990756913,,29.74445421,108620000000,26.889,,50,,,,,,,,
