iso3,year,comm_healthwrk_1k,iodsalt_cons_pct,healthexp_gdp_pct,healthexp_pc_cus,healthexp_pc_ppp,domcred_finsec_gdp_pct,domcred_prvsec_gdp_pct,domcred_prvsec_bk_gdp_pct,gghealthexp_gdp_pct,gghealthexp_healthexp_pct,gghealthexp_govexp_pct,gghealthexp_pc_cus,gghealthexp_pc_ppp,privhealthexp_healthexp_pct,privhealthexp_pc_cus,privhealthexp_pc_ppp,exbf_chu6m_pct,exthealthexp_healthexp_pct,exthealthexp_pc_cus,exthealthexp_pc_ppp,hosp_beds_1k,domco_total,lowbirth_pct,mcap_domco_gdp_pct,mcap_domco_cus,msect_cred_prvsec_gdp_pct,net_domcred_clcu,net_fa_clcu,surg_proc_100k,nurse_midw_1k,oophealthexp_healthexp_pct,oophealthexp_pc_cus,oophealthexp_pc_ppp,physician_1k,anemia_ch_pct,anemia_npwmn_pct,anemia_prgw_pct,anemia_wra_pct,msfoodinsecur_pct,owght_u5_pct,owght_u5_mod_pct,owght_u5_fem_pct,owght_u5_male_pct,sfoodinsecur_pct,sevwst_u5_pct,sevwst_u5_fem_pct,sevwst_u5_male_pct,stunt_u5_pct,stunt_u5_mod_pct,stunt_u5_fem_pct,stunt_u5_male_pct,undernour_pct,uweight_u5_pct,uweight_u5_fem_pct,uweight_u5_male_pct,wst_u5_pct,wst_u5_fem_pct,wst_u5_male_pct,parl_wom_pct,unpaidwork_fem_pct,unpaidwork_male_pct,gbv_12mo_wmn_pct,spgeq_idx_gro,surg_spec_100k,stock_traded_gdp_pct,stock_traded_cus,stock_turnover_pct,vitA_cov_u5_pct,wbl_score,wmn_decisions3_pct,wmn_decisions_all3_pct,wmn_beat_any_pct,wmn_beat_argue_pct,wmn_beat_burn_pct,wmn_beat_out_pct,wmn_beat_negl_pct,wmn_beat_sex_pct
ABW,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1986,,,,,,,39.46432507,39.46432507,,,,,,,,,,,,,,,,,,39.46432507,234945000,130388000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1987,,,,,,,39.4419244,39.4419244,,,,,,,,,,,,,,,,,,39.4419244,347761000,151149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1988,,,,,,,43.77565543,43.77565543,,,,,,,,,,,,,,,,,,43.77565543,464808000,149566000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1989,,,,,,,43.35638554,43.35638554,,,,,,,,,,,,,,,,,,43.35638554,546526000,231126000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1990,,,,,,,44.48882396,44.48882396,,,,,,,,,,,,,,,,,,44.48882396,615469000,270155000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1991,,,,,,,44.22594491,44.22594491,,,,,,,,,,,,,,,,,,44.22594491,682864000,334854000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1992,,,,,,,43.28292541,43.28292541,,,,,,,,,,,,,,,,,,43.28292541,744685000,396838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1993,,,,,,,40.90216606,40.90216606,,,,,,,,,,,,,,,,,,40.90216606,756790000,448022000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1994,,,,,,,42.44488789,42.44488789,,,,,,,,,,,,,,,,,,42.44488789,904862000,478100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1995,,,,,,,43.06184433,43.06184433,,,,,,,,,,,,,,,,,,43.06184433,931933000,517802000,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1996,,,,,,,45.41611336,45.41611336,,,,,,,,,,,,,,,,,,45.41611336,1072328000,461497000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1997,,,,,,,43.23377097,43.23377097,,,,,,,,,,,,,,,,,,43.23377097,1160807000,428176000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1998,,,,,,,41.8701107,41.8701107,,,,,,,,,,,,,,,,,,41.8701107,1227219000,578007000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1999,,,,,,,44.62052529,44.62052529,,,,,,,,,,,,,,,,,,44.62052529,1373971000,593161000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2000,,,,,,,44.79970061,44.79970061,,,,,,,,,,,,,,,,,,44.79970061,1478961000,554172000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2001,,,,,,,46.59285265,46.59285265,,,,,,,,,,,,,,,,,,46.59285265,1540655000,700601000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2002,,,,,,,50.79121223,50.79121223,,,,,,,,,,,,,,,,,,50.79121223,1706137000,746906000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2003,,,,,,,55.01251722,55.01251722,,,,,,,,,,,,,,,,,,55.01251722,1969561000,700915000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2004,,,,,,,51.78522982,51.78522982,,,,,,,,,,,,,,,,,,51.78522982,2061564000,722775000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2005,,,,,,,54.06070072,54.06070072,,,,,,,,,,,,,,,,,,54.06070072,2259793000,675555000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2006,,,,,,,53.88412026,53.88412026,,,,,,,,,,,,,,,,,,53.88412026,2313773000,757019000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2007,,,,,,,51.727256,51.727256,,,,,,,,,,,,,,,,,,51.727256,2412872000,858988000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2008,,,,,,,50.65845761,50.65845761,,,,,,,,,,,,,,,,,,50.65845761,2364339000,1429124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2009,,,,,,,55.89304113,55.89304113,,,,,,,,,,,,,,,,,,55.89304113,2380279000,1576887000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2010,,,,,,,58.8006573,58.8006573,,,,,,,,,,,,,,,,,,58.8006573,2541109000,1472522000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2011,,,,,,,56.25043416,56.25043416,,,,,,,,,,,,,,,,,,56.25043416,2591796000,1493405000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2012,,,,,,,58.68590324,58.68590324,,,,,,,,,,,,,,,,,,58.68590324,2854135000,1563051000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2013,,,,,,,59.16367303,59.16367303,,,,,,,,,,,,,,,,,,59.16367303,2963489000,1216029000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2014,,,,,,,60.24053866,60.24053866,,,,,,,,,,,,,,,,,,60.24053866,3139582000,1289640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2015,,,,,,,56.62687109,56.62687109,,,,,,,,,,,,,,,,,,56.62687109,3165732000,1611022000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2016,,,,,,,57.22197454,57.22197454,,,,,,,,,,,,,,,,,,57.22197454,3307622000,1892421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2017,,,,,,,57.24651374,57.24651374,,,,,,,,,,,,,,,,,,57.24651374,3532188000,1824166000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2018,,,,,,,55.96515909,55.96515909,,,,,,,,,,,,,,,,,,55.96515909,3677911000,1917887000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2019,,,,,,,58.78555165,58.78555165,,,,,,,,,,,,,,,,,,58.78555165,3936193000,1928044000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2020,,,,,,,81.74870402000001,81.74870402000001,,,,,,,,,,,,,,,,,,81.74870402000001,3908913000,2353836000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2021,,,,,,,67.50847057,67.50847057,,,,,,,,,,,,,,,,,,67.50847057,3752422000,3130584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2022,,,,,,,61.35655359,61.35655359,,,,,,,,,,,,,,,,,,61.35655359,3805862000,3240382000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2023,,,,,,,59.60546989,59.60546989,,,,,,,,,,,,,,,,,,59.60546989,4030019000,3061932000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1960,,,,,,,,,,,,,,,,,,,,,.170626998,,,,,,3806000000,,,,,,,.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,4958000000,817000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,5234000000,682000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,5748000000,1901000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,7353000000,1648000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,6957000000,1881000000,,,,,,.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,6825000000,1641000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,7468000000,1498000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,8949000000,1077000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,9698740212,1143092305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1970,,,,,,,,,,,,,,,,,,,,,.199000001,,,,,,10711736612,1437493461,,,,,,.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,11670336612,2288233403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,13556437512,2550475761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,13941837512,3032389756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,15681237512,3614573954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,15551937512,6748051846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,18480537512,9582834845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,18389137512,16667433589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,22958201153,20106708079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,29175933326,21915226509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,20670156125,39353160286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1981,,,,,,,,,,,,,,,,,,,,,.275599986,,,,,,28082804542,44336215668,,,,,,.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,33011440000,39505806723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,65588760000,25661528058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,81928920000,22136334741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,102757000000,17763152851,,,,,,.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1987,,,,,,,,,,,,,,,,,,,,,.309100002,,,,,,153596000000,25090907314,,,,,,.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,208571000000,25678118192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,,,,,,,,
AFG,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,299792000000,20202349520,,,,,,.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,,,,,,,,
AFG,1990,,,,,,,,,,,,,,,,,,,,,.249799997,,,,,,446045000000,3856896160,,,,,,.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,,,,,,,,
AFG,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,,,,,,,,
AFG,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,,,,,,,,
AFG,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,,,,,,,,
AFG,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,,,,,,,,
AFG,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,,,,,,,,
AFG,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,,,,,,,,
AFG,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.11,,,,,,6.5,,,,,,,,53.2,,,,,44.9,,,17.3,16,18.6,,,,,,,,,,,25.625,,,,,,,,
AFG,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.625,,,,,,,,
AFG,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,,,,,
AFG,2000,,,,,,,,,,,,,,,,,,,,,.3,,,,,,,,,,,,,,51.5,34.2,44.4,35.7,,,4.8,,,,,,,,55.5,,,,,,,,,,,,,,,,,,,58,26.25,,,,,,,,
AFG,2001,,,,,,,,,,,,,,,,,,,,,.39,,,,,,,,,,,,,.208,49.8,34.1,43.9,35.6,,,4.9,,,,,,,,55.2,,,46,,,,,,,,,,,,,,,,76,26.25,,,,,,,,
AFG,2002,,,9.44339085,16.70697403,85.85180711,,,,.08418062,.89142376,1.21245599,.14892995,.765303405,85.37560272,14.2636816,73.29650028,,13.73297024,2.29436407,11.79000356,.39,,,,,,,,,,85.37560272,14.26368185,73.2965016,,48.3,34.1,43.4,35.4,,,4.9,,,,,,,,54.4,,,43.7,,,,,,,,,,,,,,,,94,26.25,,,,,,,,
AFG,2003,,,8.94125843,17.74602509,85.92672961,,,,.65096337,7.28044462,5.45767879,1.2919895,6.255847738,86.06919098,15.27386064,73.95644206999999,,6.65036392,1.18017519,5.714439869,.39,,,,,,,,,,86.06919098,15.27386016,73.95643973,,47.1,34.2,42.9,35.4,,,5,,,,,,,,53.4,,,38.6,,,,,,,,,,,,,,,,71,26.25,,,,,,,,
AFG,2004,,28.3,9.80847359,21.42300415,93.92464191000001,,,,.54292566,5.53527164,3.60296822,1.18582148,5.198984222,84.52758789000001,18.10834922,79.39223851,,9.9371376,2.12883334,9.333420845999999,.39,,,,,,,,,,84.52758789000001,18.10834931,79.39223893,,46.2,34.4,42.4,35.5,,4.6,5,2.6,6.3,,3.8,4.6,3,59.3,52.4,58.5,60,35.9,31.7,31.6,32,9.1,9.6,8.6,,,,,,,,,,95,26.25,,,,,,,,
AFG,2005,,,9.94828892,25.11388779,105.9154984,,,,.5291841,5.31934786,3.38122058,1.33589505,5.634013786,78.97008513999999,19.83245826,83.64155799,,15.71056557,3.94553377,16.63992366,.42,,,,,,,,,.612,78.97008513999999,19.83245909,83.64156147,,45.5,34.7,41.9,35.6,,,5,,,,,,,,51.3,,,34.2,,,,,,,27.30923695,,,,,,,,,91,26.25,,,,,,,,
AFG,2006,,,10.62276554,28.9412632,118.3941791,,4.842856866,4.842856866,.49784002,4.6865387,2.7260592,1.35634352,5.548589161,76.82497406,22.23411765,90.95629724,83,18.48848534,5.35080137,21.88929138,.42,,,,,4.842856866,-16995662870,103827000000,,.457,76.82497406,22.23411899,90.95630273,.166,44.9,35,41.4,35.8,,,5,,,,,,,,50.3,,,31.6,,,,,,,27.30923695,,,,,,,,,84,26.25,,,,,,,,
AFG,2007,,,9.904674529999999,32.70893097,112.2392831,,6.839982237,6.839982237,.55994755,5.65336657,2.61078191,1.84915566,6.345297802,78.16999054,25.56856669,87.73743254,,16.17664719,5.29120808,18.15655205,.42,,,,,6.839982237,2624544132,147080000000,,.519,78.16998291,25.56856604,87.73743028,.182,44.5,35.3,40.9,36,,,5,,,,,,,,49,,,28.3,,,,,,,27.68595041,,,,,,,,,92,28.75,,,,,,,,
AFG,2008,,,10.25649548,39.88624954,137.41532,,9.388327721,9.388327721,.62779975,6.12099695,3.00392056,2.44143601,8.411187285,75.40338898,30.07558308,103.6158066,,18.47561455,7.36922969,25.38832504,.42,,,,,9.388327721,25571784726,172784000000,229,.521,75.40338898,30.07558277,103.6158056,.183,44.2,35.6,40.3,36.2,,,4.9,,,,,,,,47.8,,,25.1,,,,,,,27.68595041,,,,,,,,,96,28.75,,,,,,,,
AFG,2009,,,9.818487169999999,43.13351822,153.0915788,,10.58413068,10.58413068,.53190351,5.41736698,2.51478314,2.33670096,8.293532602999999,72.7792511,31.39224886,111.4188953,,21.8033886,9.404568640000001,33.37915208,.42,,,,,10.58413068,29530504596,214829000000,,.63,72.77924347,31.39224717,111.4188893,.22,43.9,36,39.8,36.5,,,4.9,,,,,,,,46.5,,,21.6,,,,,,,27.30923695,,,,,,,,,95,28.75,,,,,,,,
AFG,2010,,,8.56967163,46.42438889,148.2645133,,11.57504424,11.57504424,.46915731,5.47462463,2.2567358,2.54156102,8.116925217,78.9966507,36.67371391,117.1239999,,15.52872467,7.20911572,23.02358771,.43,,,,,11.57504424,34723129850,248099000000,,,78.9966507,36.67371379,117.1239995,.245,43.7,36.4,39.3,36.8,,,4.9,,,,,,,,45.3,,,19.4,,,,,,,27.71084337,,,,,,,,,96,28.75,,,,,,,,
AFG,2011,,54.8,8.561907769999999,52.18721771,146.8443957,,4.959180376,4.959180376,.47999981,5.60622549,2.18811917,2.92573274,8.232427403000001,73.25517273,38.22983125,107.5711075,,21.13860512,11.03164924,31.04085701,.45,,,,,4.959180376,-21915682325,338126000000,,,73.25517273,38.22983107,107.5711069,.259,43.5,36.8,38.8,37.1,,,4.8,,,,,,,,44.3,,,18.3,,,,,,,27.71084337,,,,,,,,,99,28.75,,,,,,,,
AFG,2012,,,7.89716864,52.45247269,154.9073404,,4.47210363,4.179448543,.34288675,4.34189463,1.37000275,2.27743104,6.72591358,74.48620605000001,39.06985697,115.3846054,,21.17189598,11.10518259,32.79682114,.47,,,,,4.47210363,-20389805049,428039000000,,,74.48620605000001,39.06985734,115.3846065,.247,43.5,37.4,38.3,37.5,,,4.8,,,,,,,,43.5,,,19.5,,,,,,,27.71084337,,,,,,,,,,28.75,,,,,,,,
AFG,2013,,,8.805964469999999,56.16043472,177.6200844,,4.321685417,4.108256237,.44335932,5.03476191,1.77506959,2.82754417,8.942748396000001,72.04785919,40.46239276,127.9714749,,22.91737556,12.87049785,40.70586239,.46,,,,,4.321685417,-23583440411,472283000000,,.255,72.04785919,40.46239344,127.971477,.291,43.5,38,37.9,38,,5.3,4.7,5.8,4.9,,4,3.5,4.5,40.4,42.9,39.5,41.3,19.4,24.6,23.2,26,9.5,8.699999999999999,10.3,27.71084337,,,,,,,,,97,28.75,,,,,,,,
